size,seed,role,algo,repeat,ok,error,time_ns,tracemalloc_peak_bytes,rss_delta_bytes,ascii_h,ascii_w,wall_count,corridor_count,path_length,explored_count,visited_count,other_count,gen_source
48,1,solver,AStar,1,1,,4418800,275976,,97,97,4800,4609,483,114,597,0,Backtracking
48,1,solver,Backtracking,1,1,,17621400,776752,,97,97,4800,4609,299,2848,3147,0,Kruskal
48,1,solver,AStar,1,1,,13779500,570776,,97,97,4800,4609,299,1854,2153,0,Kruskal
49,1,generator,Backtracking,1,1,,33970100,185496,,99,99,4998,4803,0,0,0,0,Backtracking
49,1,generator,Kruskal,1,1,,33364700,1032192,,99,99,4998,4803,0,0,0,0,Kruskal
49,1,solver,Backtracking,1,1,,28485100,940328,,99,99,4998,4803,491,4304,4795,0,Backtracking
49,1,solver,AStar,1,1,,4623200,283704,,99,99,4998,4803,491,122,613,0,Backtracking
49,1,solver,Backtracking,1,1,,13857000,604744,,99,99,4998,4803,467,1898,2365,0,Kruskal
49,1,solver,AStar,1,1,,37755800,900936,,99,99,4998,4803,467,4172,4639,0,Kruskal
50,1,generator,Backtracking,1,1,,34656900,186280,,101,101,5200,5001,0,0,0,0,Backtracking
50,1,generator,Kruskal,1,1,,33003900,1071704,,101,101,5200,5001,0,0,0,0,Kruskal
50,1,solver,Backtracking,1,1,,28043700,972248,,101,101,5200,5001,535,4454,4989,0,Backtracking
50,1,solver,AStar,1,1,,5217800,351640,,101,101,5200,5001,535,162,697,0,Backtracking
50,1,solver,Backtracking,1,1,,22664200,879848,,101,101,5200,5001,295,3802,4097,0,Kruskal
50,1,solver,AStar,1,1,,12980800,575160,,101,101,5200,5001,295,1668,1963,0,Kruskal
51,1,generator,Backtracking,1,1,,40484700,186352,,103,103,5406,5203,0,0,0,0,Backtracking
51,1,generator,Kruskal,1,1,,34697900,1112000,,103,103,5406,5203,0,0,0,0,Kruskal
51,1,solver,Backtracking,1,1,,30072900,1005192,,103,103,5406,5203,567,4628,5195,0,Backtracking
51,1,solver,AStar,1,1,,5478800,358392,,103,103,5406,5203,567,168,735,0,Backtracking
51,1,solver,Backtracking,1,1,,11324800,575848,,103,103,5406,5203,319,1628,1947,0,Kruskal
51,1,solver,AStar,1,1,,21702500,842688,,103,103,5406,5203,319,2992,3311,0,Kruskal
52,1,generator,Backtracking,1,1,,36911500,200136,,105,105,5616,5409,0,0,0,0,Backtracking
52,1,generator,Kruskal,1,1,,35906100,1158328,,105,105,5616,5409,0,0,0,0,Kruskal
52,1,solver,Backtracking,1,1,,29557100,1038616,,105,105,5616,5409,535,4864,5399,0,Backtracking
52,1,solver,AStar,1,1,,5138100,309240,,105,105,5616,5409,535,136,671,0,Backtracking
52,1,solver,Backtracking,1,1,,14646900,649808,,105,105,5616,5409,375,2134,2509,0,Kruskal
52,1,solver,AStar,1,1,,29893900,894856,,105,105,5616,5409,375,3888,4263,0,Kruskal
53,1,generator,Backtracking,1,1,,38617300,195768,,107,107,5830,5619,0,0,0,0,Backtracking
53,1,generator,Kruskal,1,1,,37543200,1200160,,107,107,5830,5619,0,0,0,0,Kruskal
53,1,solver,Backtracking,1,1,,32450200,1351088,,107,107,5830,5619,1263,4300,5563,0,Backtracking
53,1,solver,AStar,1,1,,24818800,927672,,107,107,5830,5619,1263,1868,3131,0,Backtracking
53,1,solver,Backtracking,1,1,,28200400,966520,,107,107,5830,5619,379,4206,4585,0,Kruskal
53,1,solver,AStar,1,1,,27329300,877208,,107,107,5830,5619,379,3496,3875,0,Kruskal
54,1,generator,Backtracking,1,1,,41035700,240544,,109,109,6048,5833,0,0,0,0,Backtracking
54,1,generator,Kruskal,1,1,,60521200,1260344,,109,109,6048,5833,0,0,0,0,Kruskal
54,1,solver,Backtracking,1,1,,33604800,1363280,,109,109,6048,5833,743,4976,5719,0,Backtracking
54,1,solver,AStar,1,1,,10541300,540800,,109,109,6048,5833,743,598,1341,0,Backtracking
54,1,solver,Backtracking,1,1,,24535400,958392,,109,109,6048,5833,399,4006,4405,0,Kruskal
54,1,solver,AStar,1,1,,29057300,890184,,109,109,6048,5833,399,3604,4003,0,Kruskal
55,1,generator,Backtracking,1,1,,42253200,225568,,111,111,6270,6051,0,0,0,0,Backtracking
55,1,generator,Kruskal,1,1,,41179800,1309952,,111,111,6270,6051,0,0,0,0,Kruskal
55,1,solver,Backtracking,1,1,,34185700,1374080,,111,111,6270,6051,607,5436,6043,0,Backtracking
55,1,solver,AStar,1,1,,6579800,386824,,111,111,6270,6051,607,202,809,0,Backtracking
55,1,solver,Backtracking,1,1,,30782000,1067696,,111,111,6270,6051,383,4920,5303,0,Kruskal
55,1,solver,AStar,1,1,,23368900,892136,,111,111,6270,6051,383,2916,3299,0,Kruskal
56,1,generator,Backtracking,1,1,,43995100,228840,,113,113,6496,6273,0,0,0,0,Backtracking
56,1,generator,Kruskal,1,1,,42494900,1354392,,113,113,6496,6273,0,0,0,0,Kruskal
56,1,solver,Backtracking,1,1,,27866000,1022440,,113,113,6496,6273,2155,2674,4829,0,Backtracking
56,1,solver,AStar,1,1,,48522800,1951608,,113,113,6496,6273,2155,3618,5773,0,Backtracking
56,1,solver,Backtracking,1,1,,9905200,612952,,113,113,6496,6273,403,1374,1777,0,Kruskal
56,1,solver,AStar,1,1,,35614100,968168,,113,113,6496,6273,403,4446,4849,0,Kruskal
57,1,generator,Backtracking,1,1,,43704200,247376,,115,115,6726,6499,0,0,0,0,Backtracking
57,1,generator,Kruskal,1,1,,52453900,1399616,,115,115,6726,6499,0,0,0,0,Kruskal
57,1,solver,Backtracking,1,1,,37468300,1398472,,115,115,6726,6499,835,5628,6463,0,Backtracking
57,1,solver,AStar,1,1,,12481900,653008,,115,115,6726,6499,835,698,1533,0,Backtracking
57,1,solver,Backtracking,1,1,,33787900,1397512,,115,115,6726,6499,463,5260,5723,0,Kruskal
57,1,solver,AStar,1,1,,27907700,924424,,115,115,6726,6499,463,3324,3787,0,Kruskal
58,1,generator,Backtracking,1,1,,46032200,252328,,117,117,6960,6729,0,0,0,0,Backtracking
58,1,generator,Kruskal,1,1,,50714700,1445592,,117,117,6960,6729,0,0,0,0,Kruskal
58,1,solver,Backtracking,1,1,,40505200,1408944,,117,117,6960,6729,723,5970,6693,0,Backtracking
58,1,solver,AStar,1,1,,8680400,420008,,117,117,6960,6729,723,282,1005,0,Backtracking
58,1,solver,Backtracking,1,1,,32183900,1409856,,117,117,6960,6729,431,4980,5411,0,Kruskal
58,1,solver,AStar,1,1,,27679900,919000,,117,117,6960,6729,431,3078,3509,0,Kruskal
59,1,generator,Backtracking,1,1,,49275800,243840,,119,119,7198,6963,0,0,0,0,Backtracking
59,1,generator,Kruskal,1,1,,55520500,1499008,,119,119,7198,6963,0,0,0,0,Kruskal
59,1,solver,Backtracking,1,1,,33700000,1420352,,119,119,7198,6963,2399,3124,5523,0,Backtracking
59,1,solver,AStar,1,1,,56140800,1974552,,119,119,7198,6963,2399,4320,6719,0,Backtracking
59,1,solver,Backtracking,1,1,,29706700,1111024,,119,119,7198,6963,591,4626,5217,0,Kruskal
59,1,solver,AStar,1,1,,34237400,987240,,119,119,7198,6963,591,3922,4513,0,Kruskal
60,1,generator,Backtracking,1,1,,52127300,251600,,121,121,7440,7201,0,0,0,0,Backtracking
60,1,generator,Kruskal,1,1,,53145900,1546520,,121,121,7440,7201,0,0,0,0,Kruskal
60,1,solver,Backtracking,1,1,,43999300,1475488,,121,121,7440,7201,1131,6046,7177,0,Backtracking
60,1,solver,AStar,1,1,,18574000,721048,,121,121,7440,7201,1131,1160,2291,0,Backtracking
60,1,solver,Backtracking,1,1,,19658900,907208,,121,121,7440,7201,535,2740,3275,0,Kruskal
60,1,solver,AStar,1,1,,49310200,1921536,,121,121,7440,7201,535,5642,6177,0,Kruskal
61,1,generator,Backtracking,1,1,,51920300,270224,,123,123,7686,7443,0,0,0,0,Backtracking
61,1,generator,Kruskal,1,1,,54883000,1594816,,123,123,7686,7443,0,0,0,0,Kruskal
61,1,solver,Backtracking,1,1,,79421900,1515312,,123,123,7686,7443,915,6510,7425,0,Backtracking
61,1,solver,AStar,1,1,,12971200,684040,,123,123,7686,7443,915,650,1565,0,Backtracking
61,1,solver,Backtracking,1,1,,20080800,927536,,123,123,7686,7443,447,2952,3399,0,Kruskal
61,1,solver,AStar,1,1,,42057400,1917536,,123,123,7686,7443,447,4978,5425,0,Kruskal
62,1,generator,Backtracking,1,1,,55965500,261640,,125,125,7936,7689,0,0,0,0,Backtracking
62,1,generator,Kruskal,1,1,,54372100,1651352,,125,125,7936,7689,0,0,0,0,Kruskal
62,1,solver,Backtracking,1,1,,46151700,1552336,,125,125,7936,7689,839,6804,7643,0,Backtracking
62,1,solver,AStar,1,1,,9926000,470712,,125,125,7936,7689,839,380,1219,0,Backtracking
62,1,solver,Backtracking,1,1,,26046500,1069112,,125,125,7936,7689,339,4232,4571,0,Kruskal
62,1,solver,AStar,1,1,,29059300,950600,,125,125,7936,7689,339,3690,4029,0,Kruskal
63,1,generator,Backtracking,1,1,,83999400,294544,,127,127,8190,7939,0,0,0,0,Backtracking
63,1,generator,Kruskal,1,1,,57971300,1701184,,127,127,8190,7939,0,0,0,0,Kruskal
63,1,solver,Backtracking,1,1,,41479700,1523456,,127,127,8190,7939,1587,5668,7255,0,Backtracking
63,1,solver,AStar,1,1,,24191900,1004432,,127,127,8190,7939,1587,1448,3035,0,Backtracking
63,1,solver,Backtracking,1,1,,25799600,1049296,,127,127,8190,7939,555,3702,4257,0,Kruskal
63,1,solver,AStar,1,1,,43430400,1924464,,127,127,8190,7939,555,5164,5719,0,Kruskal
64,1,generator,Backtracking,1,1,,57121200,322440,,129,129,8448,8193,0,0,0,0,Backtracking
64,1,generator,Kruskal,1,1,,58023000,1772568,,129,129,8448,8193,0,0,0,0,Kruskal
64,1,solver,Backtracking,1,1,,43570100,1556496,,129,129,8448,8193,1695,5738,7433,0,Backtracking
64,1,solver,AStar,1,1,,26958400,1013464,,129,129,8448,8193,1695,1710,3405,0,Backtracking
64,1,solver,Backtracking,1,1,,16712100,957200,,129,129,8448,8193,563,2350,2913,0,Kruskal
64,1,solver,AStar,1,1,,45051800,1971200,,129,129,8448,8193,563,5356,5919,0,Kruskal
65,1,generator,Backtracking,1,1,,57946100,339576,,131,131,8710,8451,0,0,0,0,Backtracking
65,1,generator,Kruskal,1,1,,57252500,1824256,,131,131,8710,8451,0,0,0,0,Kruskal
65,1,solver,Backtracking,1,1,,44563200,1616152,,131,131,8710,8451,1607,6246,7853,0,Backtracking
65,1,solver,AStar,1,1,,24209900,1021920,,131,131,8710,8451,1607,1458,3065,0,Backtracking
65,1,solver,Backtracking,1,1,,41012700,1562696,,131,131,8710,8451,499,6798,7297,0,Kruskal
65,1,solver,AStar,1,1,,32785200,1027688,,131,131,8710,8451,499,4038,4537,0,Kruskal
66,1,generator,Backtracking,1,1,,63447000,319800,,133,133,8976,8713,0,0,0,0,Backtracking
66,1,generator,Kruskal,1,1,,57891900,1885144,,133,133,8976,8713,0,0,0,0,Kruskal
66,1,solver,Backtracking,1,1,,45052700,1660096,,133,133,8976,8713,1383,6754,8137,0,Backtracking
66,1,solver,AStar,1,1,,21002700,802104,,133,133,8976,8713,1383,1252,2635,0,Backtracking
66,1,solver,Backtracking,1,1,,30150300,1210696,,133,133,8976,8713,507,4854,5361,0,Kruskal
66,1,solver,AStar,1,1,,48895500,1941584,,133,133,8976,8713,507,5612,6119,0,Kruskal
67,1,generator,Backtracking,1,1,,84115100,345080,,135,135,9246,8979,0,0,0,0,Backtracking
67,1,generator,Kruskal,1,1,,63598200,1938368,,135,135,9246,8979,0,0,0,0,Kruskal
67,1,solver,Backtracking,1,1,,48513100,1696624,,135,135,9246,8979,1491,6848,8339,0,Backtracking
67,1,solver,AStar,1,1,,25843900,1039392,,135,135,9246,8979,1491,1372,2863,0,Backtracking
67,1,solver,Backtracking,1,1,,42896200,1629208,,135,135,9246,8979,463,7196,7659,0,Kruskal
67,1,solver,AStar,1,1,,49356000,1949832,,135,135,9246,8979,463,5884,6347,0,Kruskal
68,1,generator,Backtracking,1,1,,65670300,348808,,137,137,9520,9249,0,0,0,0,Backtracking
68,1,generator,Kruskal,1,1,,64181700,1992344,,137,137,9520,9249,0,0,0,0,Kruskal
68,1,solver,Backtracking,1,1,,47567200,1733312,,137,137,9520,9249,1727,6820,8547,0,Backtracking
68,1,solver,AStar,1,1,,28793300,1053016,,137,137,9520,9249,1727,1884,3611,0,Backtracking
68,1,solver,Backtracking,1,1,,15355500,1010496,,137,137,9520,9249,691,1980,2671,0,Kruskal
68,1,solver,AStar,1,1,,76523800,2171656,,137,137,9520,9249,691,8436,9127,0,Kruskal
69,1,generator,Backtracking,1,1,,68221200,352104,,139,139,9798,9523,0,0,0,0,Backtracking
69,1,generator,Kruskal,1,1,,72721200,2047104,,139,139,9798,9523,0,0,0,0,Kruskal
69,1,solver,Backtracking,1,1,,45715700,1573488,,139,139,9798,9523,3599,3348,6947,0,Backtracking
69,1,solver,AStar,1,1,,66835300,2134216,,139,139,9798,9523,3599,4374,7973,0,Backtracking
69,1,solver,Backtracking,1,1,,38835600,1567640,,139,139,9798,9523,531,6334,6865,0,Kruskal
69,1,solver,AStar,1,1,,60231400,1990024,,139,139,9798,9523,531,6890,7421,0,Kruskal
70,1,generator,Backtracking,1,1,,72169400,371496,,141,141,10080,9801,0,0,0,0,Backtracking
70,1,generator,Kruskal,1,1,,69223200,2112120,,141,141,10080,9801,0,0,0,0,Kruskal
70,1,solver,Backtracking,1,1,,50101700,1755840,,141,141,10080,9801,4331,4090,8421,0,Backtracking
70,1,solver,AStar,1,1,,76015900,2226120,,141,141,10080,9801,4331,4586,8917,0,Backtracking
70,1,solver,Backtracking,1,1,,48366300,1780120,,141,141,10080,9801,411,8256,8667,0,Kruskal
70,1,solver,AStar,1,1,,31048000,1035672,,141,141,10080,9801,411,3648,4059,0,Kruskal
71,1,generator,Backtracking,1,1,,79600600,344992,,143,143,10366,10083,0,0,0,0,Backtracking
71,1,generator,Kruskal,1,1,,74889800,2168416,,143,143,10366,10083,0,0,0,0,Kruskal
71,1,solver,Backtracking,1,1,,53459300,1861504,,143,143,10366,10083,3187,6094,9281,0,Backtracking
71,1,solver,AStar,1,1,,62269700,2120472,,143,143,10366,10083,3187,4428,7615,0,Backtracking
71,1,solver,Backtracking,1,1,,46956700,1710496,,143,143,10366,10083,475,7402,7877,0,Kruskal
71,1,solver,AStar,1,1,,44101100,1633680,,143,143,10366,10083,475,4668,5143,0,Kruskal
72,1,generator,Backtracking,1,1,,72427100,370992,,145,145,10656,10369,0,0,0,0,Backtracking
72,1,generator,Kruskal,1,1,,77224400,2225464,,145,145,10656,10369,0,0,0,0,Kruskal
72,1,solver,Backtracking,1,1,,54856100,1917208,,145,145,10656,10369,1731,7958,9689,0,Backtracking
72,1,solver,AStar,1,1,,27738200,1085608,,145,145,10656,10369,1731,1686,3417,0,Backtracking
72,1,solver,Backtracking,1,1,,40154200,1607432,,145,145,10656,10369,511,6328,6839,0,Kruskal
72,1,solver,AStar,1,1,,64327700,2043576,,145,145,10656,10369,511,7274,7785,0,Kruskal
73,1,generator,Backtracking,1,1,,74816100,392392,,147,147,10950,10659,0,0,0,0,Backtracking
73,1,generator,Kruskal,1,1,,79497800,2283296,,147,147,10950,10659,0,0,0,0,Kruskal
73,1,solver,Backtracking,1,1,,56632700,1931744,,147,147,10950,10659,2147,7532,9679,0,Backtracking
73,1,solver,AStar,1,1,,36549600,1156952,,147,147,10950,10659,2147,2118,4265,0,Backtracking
73,1,solver,Backtracking,1,1,,31866200,1607968,,147,147,10950,10659,727,4844,5571,0,Kruskal
73,1,solver,AStar,1,1,,74508300,2194584,,147,147,10950,10659,727,8408,9135,0,Kruskal
74,1,generator,Backtracking,1,1,,101639200,416280,,149,149,11248,10953,0,0,0,0,Backtracking
74,1,generator,Kruskal,1,1,,82717400,2381368,,149,149,11248,10953,0,0,0,0,Kruskal
74,1,solver,Backtracking,1,1,,56482500,2010800,,149,149,11248,10953,1799,8464,10263,0,Backtracking
74,1,solver,AStar,1,1,,29297300,1115288,,149,149,11248,10953,1799,1880,3679,0,Backtracking
74,1,solver,Backtracking,1,1,,45931800,1808712,,149,149,11248,10953,527,7820,8347,0,Kruskal
74,1,solver,AStar,1,1,,43908300,2046368,,149,149,11248,10953,527,5044,5571,0,Kruskal
75,1,generator,Backtracking,1,1,,80182000,429520,,151,151,11550,11251,0,0,0,0,Backtracking
75,1,generator,Kruskal,1,1,,82584000,2441120,,151,151,11550,11251,0,0,0,0,Kruskal
75,1,solver,Backtracking,1,1,,60620300,2065976,,151,151,11550,11251,1959,8660,10619,0,Backtracking
75,1,solver,AStar,1,1,,31619400,1143912,,151,151,11550,11251,1959,1936,3895,0,Backtracking
75,1,solver,Backtracking,1,1,,51082200,1910608,,151,151,11550,11251,479,8694,9173,0,Kruskal
75,1,solver,AStar,1,1,,48655100,2062224,,151,151,11550,11251,479,5472,5951,0,Kruskal
76,1,generator,Backtracking,1,1,,128341100,444976,,153,153,11856,11553,0,0,0,0,Backtracking
76,1,generator,Kruskal,1,1,,92226100,2501624,,153,153,11856,11553,0,0,0,0,Kruskal
76,1,solver,Backtracking,1,1,,62241200,2098888,,153,153,11856,11553,2007,8766,10773,0,Backtracking
76,1,solver,AStar,1,1,,34554900,1165160,,153,153,11856,11553,2007,2014,4021,0,Backtracking
76,1,solver,Backtracking,1,1,,16444400,1126920,,153,153,11856,11553,639,2130,2769,0,Kruskal
76,1,solver,AStar,1,1,,71118500,2221496,,153,153,11856,11553,639,8268,8907,0,Kruskal
77,1,generator,Backtracking,1,1,,84202100,444992,,155,155,12166,11859,0,0,0,0,Backtracking
77,1,generator,Kruskal,1,1,,85513100,2562912,,155,155,12166,11859,0,0,0,0,Kruskal
77,1,solver,Backtracking,1,1,,63033600,2717848,,155,155,12166,11859,2067,9038,11105,0,Backtracking
77,1,solver,AStar,1,1,,39785300,1213960,,155,155,12166,11859,2067,2388,4455,0,Backtracking
77,1,solver,Backtracking,1,1,,48583300,1900488,,155,155,12166,11859,631,8170,8801,0,Kruskal
77,1,solver,AStar,1,1,,98352100,2293352,,155,155,12166,11859,631,8992,9623,0,Kruskal
78,1,generator,Backtracking,1,1,,129761100,456152,,157,157,12480,12169,0,0,0,0,Backtracking
78,1,generator,Kruskal,1,1,,114332900,2636984,,157,157,12480,12169,0,0,0,0,Kruskal
78,1,solver,Backtracking,1,1,,85966900,2733920,,157,157,12480,12169,1863,9654,11517,0,Backtracking
78,1,solver,AStar,1,1,,35441200,1192104,,157,157,12480,12169,1863,2236,4099,0,Backtracking
78,1,solver,Backtracking,1,1,,25970300,1247400,,157,157,12480,12169,547,3594,4141,0,Kruskal
78,1,solver,AStar,1,1,,50403600,2082352,,157,157,12480,12169,547,5532,6079,0,Kruskal
79,1,generator,Backtracking,1,1,,121314200,441216,,159,159,12798,12483,0,0,0,0,Backtracking
79,1,generator,Kruskal,1,1,,192282100,2699808,,159,159,12798,12483,0,0,0,0,Kruskal
79,1,solver,Backtracking,1,1,,79289700,2748416,,159,159,12798,12483,1959,9898,11857,0,Backtracking
79,1,solver,AStar,1,1,,32410700,1183256,,159,159,12798,12483,1959,1922,3881,0,Backtracking
79,1,solver,Backtracking,1,1,,62362100,2137912,,159,159,12798,12483,647,9970,10617,0,Kruskal
79,1,solver,AStar,1,1,,52378900,2108560,,159,159,12798,12483,647,5880,6527,0,Kruskal
80,1,generator,Backtracking,1,1,,89328900,424904,,161,161,13120,12801,0,0,0,0,Backtracking
80,1,generator,Kruskal,1,1,,94036400,2763384,,161,161,13120,12801,0,0,0,0,Kruskal
80,1,solver,Backtracking,1,1,,55255900,2045704,,161,161,13120,12801,3999,5704,9703,0,Backtracking
80,1,solver,AStar,1,1,,87698800,2477864,,161,161,13120,12801,3999,6644,10643,0,Backtracking
80,1,solver,Backtracking,1,1,,33323200,1715168,,161,161,13120,12801,783,4992,5775,0,Kruskal
80,1,solver,AStar,1,1,,57777900,2115720,,161,161,13120,12801,783,6734,7517,0,Kruskal
81,1,generator,Backtracking,1,1,,90276800,465984,,163,163,13446,13123,0,0,0,0,Backtracking
81,1,generator,Kruskal,1,1,,93492800,2827744,,163,163,13446,13123,0,0,0,0,Kruskal
81,1,solver,Backtracking,1,1,,84064900,2782816,,163,163,13446,13123,2127,10264,12391,0,Backtracking
81,1,solver,AStar,1,1,,40537900,1819248,,163,163,13446,13123,2127,2816,4943,0,Backtracking
81,1,solver,Backtracking,1,1,,43158300,1817016,,163,163,13446,13123,579,6880,7459,0,Kruskal
81,1,solver,AStar,1,1,,71053200,2187016,,163,163,13446,13123,579,7256,7835,0,Kruskal
82,1,generator,Backtracking,1,1,,95788700,464664,,165,165,13776,13449,0,0,0,0,Backtracking
82,1,generator,Kruskal,1,1,,104720800,2892856,,165,165,13776,13449,0,0,0,0,Kruskal
82,1,solver,Backtracking,1,1,,98424900,2799608,,165,165,13776,13449,1847,10922,12769,0,Backtracking
82,1,solver,AStar,1,1,,36369400,1220344,,165,165,13776,13449,1847,2092,3939,0,Backtracking
82,1,solver,Backtracking,1,1,,20556100,1219112,,165,165,13776,13449,583,2538,3121,0,Kruskal
82,1,solver,AStar,1,1,,91561100,2344432,,165,165,13776,13449,583,9272,9855,0,Kruskal
83,1,generator,Backtracking,1,1,,110407600,492760,,167,167,14110,13779,0,0,0,0,Backtracking
83,1,generator,Kruskal,1,1,,134687400,2972288,,167,167,14110,13779,0,0,0,0,Kruskal
83,1,solver,Backtracking,1,1,,91592200,2817656,,167,167,14110,13779,2035,11080,13115,0,Backtracking
83,1,solver,AStar,1,1,,55784100,1285752,,167,167,14110,13779,2035,2520,4555,0,Backtracking
83,1,solver,Backtracking,1,1,,39648200,1764352,,167,167,14110,13779,763,5772,6535,0,Kruskal
83,1,solver,AStar,1,1,,107142300,3348040,,167,167,14110,13779,763,11198,11961,0,Kruskal
84,1,generator,Backtracking,1,1,,113282400,484472,,169,169,14448,14113,0,0,0,0,Backtracking
84,1,generator,Kruskal,1,1,,138478700,3038936,,169,169,14448,14113,0,0,0,0,Kruskal
84,1,solver,Backtracking,1,1,,93915000,2833360,,169,169,14448,14113,2011,11456,13467,0,Backtracking
84,1,solver,AStar,1,1,,38744200,1268040,,169,169,14448,14113,2011,2224,4235,0,Backtracking
84,1,solver,Backtracking,1,1,,61759300,1988368,,169,169,14448,14113,559,8022,8581,0,Kruskal
84,1,solver,AStar,1,1,,48846500,2135032,,169,169,14448,14113,559,5162,5721,0,Kruskal
85,1,generator,Backtracking,1,1,,116289500,490760,,171,171,14790,14451,0,0,0,0,Backtracking
85,1,generator,Kruskal,1,1,,119699400,3106368,,171,171,14790,14451,0,0,0,0,Kruskal
85,1,solver,Backtracking,1,1,,139712000,2860480,,171,171,14790,14451,2123,11540,13663,0,Backtracking
85,1,solver,AStar,1,1,,56372900,1230216,,171,171,14790,14451,2123,1550,3673,0,Backtracking
85,1,solver,Backtracking,1,1,,66040300,2209040,,171,171,14790,14451,767,9590,10357,0,Kruskal
85,1,solver,AStar,1,1,,104208000,3381952,,171,171,14790,14451,767,10858,11625,0,Kruskal
86,1,generator,Backtracking,1,1,,122470800,526352,,173,173,15136,14793,0,0,0,0,Backtracking
86,1,generator,Kruskal,1,1,,153187000,3213528,,173,173,15136,14793,0,0,0,0,Kruskal
86,1,solver,Backtracking,1,1,,90488200,2900992,,173,173,15136,14793,2543,11310,13853,0,Backtracking
86,1,solver,AStar,1,1,,46946800,1282904,,173,173,15136,14793,2543,1600,4143,0,Backtracking
86,1,solver,Backtracking,1,1,,35236600,1814376,,173,173,15136,14793,867,4934,5801,0,Kruskal
86,1,solver,AStar,1,1,,141086900,3390704,,173,173,15136,14793,867,13176,14043,0,Kruskal
87,1,generator,Backtracking,1,1,,151948600,562464,,175,175,15486,15139,0,0,0,0,Backtracking
87,1,generator,Kruskal,1,1,,126306300,3282944,,175,175,15486,15139,0,0,0,0,Kruskal
87,1,solver,Backtracking,1,1,,88952600,2958384,,175,175,15486,15139,2515,11698,14213,0,Backtracking
87,1,solver,AStar,1,1,,35150600,1284024,,175,175,15486,15139,2515,1514,4029,0,Backtracking
87,1,solver,Backtracking,1,1,,68230400,2177872,,175,175,15486,15139,583,9232,9815,0,Kruskal
87,1,solver,AStar,1,1,,59980200,2167432,,175,175,15486,15139,583,6450,7033,0,Kruskal
88,1,generator,Backtracking,1,1,,177643600,560064,,177,177,15840,15489,0,0,0,0,Backtracking
88,1,generator,Kruskal,1,1,,165077600,3368312,,177,177,15840,15489,0,0,0,0,Kruskal
88,1,solver,Backtracking,1,1,,95332400,3017280,,177,177,15840,15489,2595,11990,14585,0,Backtracking
88,1,solver,AStar,1,1,,43207600,1309976,,177,177,15840,15489,2595,1596,4191,0,Backtracking
88,1,solver,Backtracking,1,1,,64902300,2294040,,177,177,15840,15489,659,10000,10659,0,Kruskal
88,1,solver,AStar,1,1,,99335900,3373016,,177,177,15840,15489,659,10308,10967,0,Kruskal
89,1,generator,Backtracking,1,1,,121935500,527872,,179,179,16198,15843,0,0,0,0,Backtracking
89,1,generator,Kruskal,1,1,,144967500,3439264,,179,179,16198,15843,0,0,0,0,Kruskal
89,1,solver,Backtracking,1,1,,93804600,3068144,,179,179,16198,15843,2571,12308,14879,0,Backtracking
89,1,solver,AStar,1,1,,54319700,1326520,,179,179,16198,15843,2571,1674,4245,0,Backtracking
89,1,solver,Backtracking,1,1,,84534700,2925136,,179,179,16198,15843,743,11934,12677,0,Kruskal
89,1,solver,AStar,1,1,,102338800,2340672,,179,179,16198,15843,743,7654,8397,0,Kruskal
90,1,generator,Backtracking,1,1,,162703100,557776,,181,181,16560,16201,0,0,0,0,Backtracking
90,1,generator,Kruskal,1,1,,132196700,3510968,,181,181,16560,16201,0,0,0,0,Kruskal
90,1,solver,Backtracking,1,1,,99373500,3130672,,181,181,16560,16201,2811,12464,15275,0,Backtracking
90,1,solver,AStar,1,1,,39804400,1380504,,181,181,16560,16201,2811,1914,4725,0,Backtracking
90,1,solver,Backtracking,1,1,,48108600,1953816,,181,181,16560,16201,971,6278,7249,0,Kruskal
90,1,solver,AStar,1,1,,146018700,3479864,,181,181,16560,16201,971,13530,14501,0,Kruskal
91,1,generator,Backtracking,1,1,,137517400,569928,,183,183,16926,16563,0,0,0,0,Backtracking
91,1,generator,Kruskal,1,1,,125074200,3583456,,183,183,16926,16563,0,0,0,0,Kruskal
91,1,solver,Backtracking,1,1,,95632000,3196360,,183,183,16926,16563,2663,13052,15715,0,Backtracking
91,1,solver,AStar,1,1,,42810600,1368232,,183,183,16926,16563,2663,1792,4455,0,Backtracking
91,1,solver,Backtracking,1,1,,45049400,1942968,,183,183,16926,16563,683,6370,7053,0,Kruskal
91,1,solver,AStar,1,1,,94173700,2507832,,183,183,16926,16563,683,9758,10441,0,Kruskal
92,1,generator,Backtracking,1,1,,123426900,605608,,185,185,17296,16929,0,0,0,0,Backtracking
92,1,generator,Kruskal,1,1,,141899300,3656696,,185,185,17296,16929,0,0,0,0,Kruskal
92,1,solver,Backtracking,1,1,,109205800,3253616,,185,185,17296,16929,2975,13086,16061,0,Backtracking
92,1,solver,AStar,1,1,,46822500,1944656,,185,185,17296,16929,2975,2450,5425,0,Backtracking
92,1,solver,Backtracking,1,1,,73140500,2971384,,185,185,17296,16929,619,12228,12847,0,Kruskal
92,1,solver,AStar,1,1,,58750400,2245872,,185,185,17296,16929,619,6074,6693,0,Kruskal
93,1,generator,Backtracking,1,1,,143483900,616744,,187,187,17670,17299,0,0,0,0,Backtracking
93,1,generator,Kruskal,1,1,,154324000,3747840,,187,187,17670,17299,0,0,0,0,Kruskal
