size,seed,role,algo,repeat,ok,error,time_ns,tracemalloc_peak_bytes,rss_delta_bytes,ascii_h,ascii_w,wall_count,corridor_count,path_length,explored_count,visited_count,other_count,gen_source
165,1,solver,Backtracking,1,1,,383587000,9069816,,331,331,55110,54451,1231,39602,40833,0,Kruskal
165,1,solver,AStar,1,1,,287712700,7432392,,331,331,55110,54451,1231,19724,20955,0,Kruskal
166,1,generator,Backtracking,1,1,,630743900,1714792,,333,333,55776,55113,0,0,0,0,Backtracking
166,1,generator,Kruskal,1,1,,841224300,11921752,,333,333,55776,55113,0,0,0,0,Kruskal
166,1,solver,Backtracking,1,1,,443508000,12129536,,333,333,55776,55113,14903,31124,46027,0,Backtracking
166,1,solver,AStar,1,1,,688093000,14774816,,333,333,55776,55113,14903,33586,48489,0,Backtracking
166,1,solver,Backtracking,1,1,,169028900,5460160,,333,333,55776,55113,1563,14574,16137,0,Kruskal
166,1,solver,AStar,1,1,,362598700,9151672,,333,333,55776,55113,1563,21858,23421,0,Kruskal
167,1,generator,Backtracking,1,1,,637512100,1685424,,335,335,56446,55779,0,0,0,0,Backtracking
167,1,generator,Kruskal,1,1,,845426700,12055104,,335,335,56446,55779,0,0,0,0,Kruskal
167,1,solver,Backtracking,1,1,,547788500,12209416,,335,335,56446,55779,8819,44882,53701,0,Backtracking
167,1,solver,AStar,1,1,,464516700,9844608,,335,335,56446,55779,8819,22124,30943,0,Backtracking
167,1,solver,Backtracking,1,1,,444376700,9442432,,335,335,56446,55779,1515,40826,42341,0,Kruskal
167,1,solver,AStar,1,1,,407066000,9646864,,335,335,56446,55779,1515,29966,31481,0,Kruskal
168,1,generator,Backtracking,1,1,,535090600,1767536,,337,337,57120,56449,0,0,0,0,Backtracking
168,1,generator,Kruskal,1,1,,720862500,12244696,,337,337,57120,56449,0,0,0,0,Kruskal
168,1,solver,Backtracking,1,1,,389713200,12219240,,337,337,57120,56449,12247,37760,50007,0,Backtracking
168,1,solver,AStar,1,1,,435267800,10570016,,337,337,57120,56449,12247,28860,41107,0,Backtracking
168,1,solver,Backtracking,1,1,,330023100,12126688,,337,337,57120,56449,1671,47330,49001,0,Kruskal
168,1,solver,AStar,1,1,,588538300,14711320,,337,337,57120,56449,1671,52928,54599,0,Kruskal
169,1,generator,Backtracking,1,1,,471527900,1797408,,339,339,57798,57123,0,0,0,0,Backtracking
169,1,generator,Kruskal,1,1,,596491500,12379648,,339,339,57798,57123,0,0,0,0,Kruskal
169,1,solver,Backtracking,1,1,,355344300,12221504,,339,339,57798,57123,16647,35918,52565,0,Backtracking
169,1,solver,AStar,1,1,,557801500,14779640,,339,339,57798,57123,16647,35924,52571,0,Backtracking
169,1,solver,Backtracking,1,1,,246296100,8973928,,339,339,57798,57123,2263,36002,38265,0,Kruskal
169,1,solver,AStar,1,1,,534710400,14931360,,339,339,57798,57123,2263,48828,51091,0,Kruskal
170,1,generator,Backtracking,1,1,,522382500,1817080,,341,341,58480,57801,0,0,0,0,Backtracking
170,1,generator,Kruskal,1,1,,624867300,12515256,,341,341,58480,57801,0,0,0,0,Kruskal
170,1,solver,Backtracking,1,1,,391758700,12643456,,341,341,58480,57801,8371,47360,55731,0,Backtracking
170,1,solver,AStar,1,1,,246091200,9314200,,341,341,58480,57801,8371,16454,24825,0,Backtracking
170,1,solver,Backtracking,1,1,,128167200,5529168,,341,341,58480,57801,1371,15238,16609,0,Kruskal
170,1,solver,AStar,1,1,,601793700,14859832,,341,341,58480,57801,1371,53916,55287,0,Kruskal
171,1,generator,Backtracking,1,1,,489654900,1755888,,343,343,59166,58483,0,0,0,0,Backtracking
171,1,generator,Kruskal,1,1,,636491000,12651520,,343,343,59166,58483,0,0,0,0,Kruskal
171,1,solver,Backtracking,1,1,,411882200,12731448,,343,343,59166,58483,10839,45252,56091,0,Backtracking
171,1,solver,AStar,1,1,,409194500,10784752,,343,343,59166,58483,10839,29512,40351,0,Backtracking
171,1,solver,Backtracking,1,1,,108725200,5523472,,343,343,59166,58483,1427,14804,16231,0,Kruskal
171,1,solver,AStar,1,1,,463083800,10963568,,343,343,59166,58483,1427,41258,42685,0,Kruskal
172,1,generator,Backtracking,1,1,,534916200,1823416,,345,345,59856,59169,0,0,0,0,Backtracking
172,1,generator,Kruskal,1,1,,835044600,12788536,,345,345,59856,59169,0,0,0,0,Kruskal
172,1,solver,Backtracking,1,1,,396262700,12843232,,345,345,59856,59169,8603,47964,56567,0,Backtracking
172,1,solver,AStar,1,1,,343985400,9776160,,345,345,59856,59169,8603,22750,31353,0,Backtracking
172,1,solver,Backtracking,1,1,,219649600,8224104,,345,345,59856,59169,1579,29046,30625,0,Kruskal
172,1,solver,AStar,1,1,,260648700,9230096,,345,345,59856,59169,1579,21990,23569,0,Kruskal
173,1,generator,Backtracking,1,1,,537676600,1878936,,347,347,60550,59859,0,0,0,0,Backtracking
173,1,generator,Kruskal,1,1,,900015100,12926528,,347,347,60550,59859,0,0,0,0,Kruskal
173,1,solver,Backtracking,1,1,,373770900,12436104,,347,347,60550,59859,18563,33486,52049,0,Backtracking
173,1,solver,AStar,1,1,,688557000,15320112,,347,347,60550,59859,18563,39350,57913,0,Backtracking
173,1,solver,Backtracking,1,1,,269507200,9411488,,347,347,60550,59859,1503,38728,40231,0,Kruskal
173,1,solver,AStar,1,1,,366229700,10396336,,347,347,60550,59859,1503,34718,36221,0,Kruskal
174,1,generator,Backtracking,1,1,,490866800,1859840,,349,349,61248,60553,0,0,0,0,Backtracking
174,1,generator,Kruskal,1,1,,660912100,13065112,,349,349,61248,60553,0,0,0,0,Kruskal
174,1,solver,Backtracking,1,1,,401451400,12645408,,349,349,61248,60553,18343,35418,53761,0,Backtracking
174,1,solver,AStar,1,1,,648649900,15496992,,349,349,61248,60553,18343,40990,59333,0,Backtracking
174,1,solver,Backtracking,1,1,,186534200,7571448,,349,349,61248,60553,1715,23488,25203,0,Kruskal
174,1,solver,AStar,1,1,,390445000,10550464,,349,349,61248,60553,1715,37494,39209,0,Kruskal
175,1,generator,Backtracking,1,1,,506095400,1785528,,351,351,61950,61251,0,0,0,0,Backtracking
175,1,generator,Kruskal,1,1,,644252100,13204512,,351,351,61950,61251,0,0,0,0,Kruskal
175,1,solver,Backtracking,1,1,,396996300,13281272,,351,351,61950,61251,10151,48866,59017,0,Backtracking
175,1,solver,AStar,1,1,,344456400,10210016,,351,351,61950,61251,10151,22606,32757,0,Backtracking
175,1,solver,Backtracking,1,1,,190379900,7920664,,351,351,61950,61251,1651,26844,28495,0,Kruskal
175,1,solver,AStar,1,1,,529561900,15038792,,351,351,61950,61251,1651,45926,47577,0,Kruskal
176,1,generator,Backtracking,1,1,,507895400,2011648,,353,353,62656,61953,0,0,0,0,Backtracking
176,1,generator,Kruskal,1,1,,655815400,13480728,,353,353,62656,61953,0,0,0,0,Kruskal
176,1,solver,Backtracking,1,1,,400594600,13369840,,353,353,62656,61953,7423,52040,59463,0,Backtracking
176,1,solver,AStar,1,1,,220044900,7911864,,353,353,62656,61953,7423,13942,21365,0,Backtracking
176,1,solver,Backtracking,1,1,,298236700,12361592,,353,353,62656,61953,1943,43790,45733,0,Kruskal
176,1,solver,AStar,1,1,,340919700,10215440,,353,353,62656,61953,1943,32042,33985,0,Kruskal
177,1,generator,Backtracking,1,1,,518099600,1919688,,355,355,63366,62659,0,0,0,0,Backtracking
177,1,generator,Kruskal,1,1,,658150800,13622560,,355,355,63366,62659,0,0,0,0,Kruskal
177,1,solver,Backtracking,1,1,,406095500,13348240,,355,355,63366,62659,12663,45988,58651,0,Backtracking
177,1,solver,AStar,1,1,,513443400,15235568,,355,355,63366,62659,12663,35088,47751,0,Backtracking
177,1,solver,Backtracking,1,1,,313162800,12566616,,355,355,63366,62659,1615,42836,44451,0,Kruskal
177,1,solver,AStar,1,1,,386464500,9683872,,355,355,63366,62659,1615,27620,29235,0,Kruskal
178,1,generator,Backtracking,1,1,,532430400,1991976,,357,357,64080,63369,0,0,0,0,Backtracking
178,1,generator,Kruskal,1,1,,674774400,13827576,,357,357,64080,63369,0,0,0,0,Kruskal
178,1,solver,Backtracking,1,1,,405221100,13368896,,357,357,64080,63369,11019,47056,58075,0,Backtracking
178,1,solver,AStar,1,1,,356267700,10448816,,357,357,64080,63369,11019,24468,35487,0,Backtracking
178,1,solver,Backtracking,1,1,,255451900,9401032,,357,357,64080,63369,2231,34232,36463,0,Kruskal
178,1,solver,AStar,1,1,,513068900,15017136,,357,357,64080,63369,2231,47076,49307,0,Kruskal
179,1,generator,Backtracking,1,1,,553944000,2066792,,359,359,64798,64083,0,0,0,0,Backtracking
179,1,generator,Kruskal,1,1,,677826400,13970752,,359,359,64798,64083,0,0,0,0,Kruskal
179,1,solver,Backtracking,1,1,,443289400,13912800,,359,359,64798,64083,8795,53392,62187,0,Backtracking
179,1,solver,AStar,1,1,,245631000,9722968,,359,359,64798,64083,8795,15232,24027,0,Backtracking
179,1,solver,Backtracking,1,1,,257039600,9434672,,359,359,64798,64083,1343,35872,37215,0,Kruskal
179,1,solver,AStar,1,1,,303049400,9808384,,359,359,64798,64083,1343,28752,30095,0,Kruskal
180,1,generator,Backtracking,1,1,,541403700,2090312,,361,361,65520,64801,0,0,0,0,Backtracking
180,1,generator,Kruskal,1,1,,697933200,14114776,,361,361,65520,64801,0,0,0,0,Kruskal
180,1,solver,Backtracking,1,1,,392402000,13086408,,361,361,65520,64801,11167,43450,54617,0,Backtracking
180,1,solver,AStar,1,1,,437161000,10790896,,361,361,65520,64801,11167,28142,39309,0,Backtracking
180,1,solver,Backtracking,1,1,,413942100,13576784,,361,361,65520,64801,1183,58094,59277,0,Kruskal
180,1,solver,AStar,1,1,,182409000,5631136,,361,361,65520,64801,1183,18162,19345,0,Kruskal
181,1,generator,Backtracking,1,1,,540119000,1988488,,363,363,66246,65523,0,0,0,0,Backtracking
181,1,generator,Kruskal,1,1,,670787100,14259584,,363,363,66246,65523,0,0,0,0,Kruskal
181,1,solver,Backtracking,1,1,,420025600,14072872,,363,363,66246,65523,11799,50638,62437,0,Backtracking
181,1,solver,AStar,1,1,,405110100,10611744,,363,363,66246,65523,11799,24956,36755,0,Backtracking
181,1,solver,Backtracking,1,1,,192978700,8267712,,363,363,66246,65523,1331,27170,28501,0,Kruskal
181,1,solver,AStar,1,1,,380651100,10694384,,363,363,66246,65523,1331,36644,37975,0,Kruskal
182,1,generator,Backtracking,1,1,,563560500,2146160,,365,365,66976,66249,0,0,0,0,Backtracking
182,1,generator,Kruskal,1,1,,720976400,14405112,,365,365,66976,66249,0,0,0,0,Kruskal
182,1,solver,Backtracking,1,1,,484245900,13982176,,365,365,66976,66249,17227,44072,61299,0,Backtracking
182,1,solver,AStar,1,1,,536972800,15082968,,365,365,66976,66249,17227,35258,52485,0,Backtracking
182,1,solver,Backtracking,1,1,,294798400,12794616,,365,365,66976,66249,1839,42002,43841,0,Kruskal
182,1,solver,AStar,1,1,,498374100,11397264,,365,365,66976,66249,1839,40806,42645,0,Kruskal
183,1,generator,Backtracking,1,1,,629906000,2144280,,367,367,67710,66979,0,0,0,0,Backtracking
183,1,generator,Kruskal,1,1,,799263700,14551456,,367,367,67710,66979,0,0,0,0,Kruskal
183,1,solver,Backtracking,1,1,,453166400,13842304,,367,367,67710,66979,19739,40256,59995,0,Backtracking
183,1,solver,AStar,1,1,,701878100,16272624,,367,367,67710,66979,19739,44244,63983,0,Backtracking
183,1,solver,Backtracking,1,1,,235001600,9068848,,367,367,67710,66979,1467,32242,33709,0,Kruskal
183,1,solver,AStar,1,1,,254658000,9496816,,367,367,67710,66979,1467,24668,26135,0,Kruskal
184,1,generator,Backtracking,1,1,,565657000,2193592,,369,369,68448,67713,0,0,0,0,Backtracking
184,1,generator,Kruskal,1,1,,691872600,14698584,,369,369,68448,67713,0,0,0,0,Kruskal
184,1,solver,Backtracking,1,1,,477637400,14481976,,369,369,68448,67713,8543,56312,64855,0,Backtracking
184,1,solver,AStar,1,1,,248863400,9863560,,369,369,68448,67713,8543,15962,24505,0,Backtracking
184,1,solver,Backtracking,1,1,,356554900,13091472,,369,369,68448,67713,1387,50166,51553,0,Kruskal
184,1,solver,AStar,1,1,,356911400,10398720,,369,369,68448,67713,1387,33676,35063,0,Kruskal
185,1,generator,Backtracking,1,1,,557315800,2122832,,371,371,69190,68451,0,0,0,0,Backtracking
185,1,generator,Kruskal,1,1,,716469000,14846464,,371,371,69190,68451,0,0,0,0,Kruskal
185,1,solver,Backtracking,1,1,,438311600,14649568,,371,371,69190,68451,8863,56866,65729,0,Backtracking
185,1,solver,AStar,1,1,,323040100,10095600,,371,371,69190,68451,8863,19694,28557,0,Backtracking
185,1,solver,Backtracking,1,1,,229140800,9130560,,371,371,69190,68451,1923,33002,34925,0,Kruskal
185,1,solver,AStar,1,1,,697157100,16497392,,371,371,69190,68451,1923,63712,65635,0,Kruskal
186,1,generator,Backtracking,1,1,,578659800,2046888,,373,373,69936,69193,0,0,0,0,Backtracking
186,1,generator,Kruskal,1,1,,726353900,14995192,,373,373,69936,69193,0,0,0,0,Kruskal
186,1,solver,Backtracking,1,1,,442783600,14668728,,373,373,69936,69193,15955,49374,65329,0,Backtracking
186,1,solver,AStar,1,1,,643649000,16174096,,373,373,69936,69193,15955,45678,61633,0,Backtracking
186,1,solver,Backtracking,1,1,,343997200,12891416,,373,373,69936,69193,1623,48624,50247,0,Kruskal
186,1,solver,AStar,1,1,,320661300,10223232,,373,373,69936,69193,1623,30738,32361,0,Kruskal
187,1,generator,Backtracking,1,1,,578384200,2300368,,375,375,70686,69939,0,0,0,0,Backtracking
187,1,generator,Kruskal,1,1,,726966100,15144512,,375,375,70686,69939,0,0,0,0,Kruskal
187,1,solver,Backtracking,1,1,,466561200,15106248,,375,375,70686,69939,8919,59260,68179,0,Backtracking
187,1,solver,AStar,1,1,,245964300,10008944,,375,375,70686,69939,8919,14372,23291,0,Backtracking
187,1,solver,Backtracking,1,1,,400125400,14025224,,375,375,70686,69939,1459,59196,60655,0,Kruskal
187,1,solver,AStar,1,1,,498744100,15603680,,375,375,70686,69939,1459,46108,47567,0,Kruskal
188,1,generator,Backtracking,1,1,,601632800,2236024,,377,377,71440,70689,0,0,0,0,Backtracking
188,1,generator,Kruskal,1,1,,943449100,15364984,,377,377,71440,70689,0,0,0,0,Kruskal
188,1,solver,Backtracking,1,1,,465420100,14926528,,377,377,71440,70689,13135,53246,66381,0,Backtracking
188,1,solver,AStar,1,1,,465040100,15608112,,377,377,71440,70689,13135,30748,43883,0,Backtracking
188,1,solver,Backtracking,1,1,,180181500,8251112,,377,377,71440,70689,2119,20584,22703,0,Kruskal
188,1,solver,AStar,1,1,,697032200,16679328,,377,377,71440,70689,2119,63320,65439,0,Kruskal
189,1,generator,Backtracking,1,1,,593271100,2083512,,379,379,72198,71443,0,0,0,0,Backtracking
189,1,generator,Kruskal,1,1,,755142800,15515904,,379,379,72198,71443,0,0,0,0,Kruskal
189,1,solver,Backtracking,1,1,,450192700,15029608,,379,379,72198,71443,17031,49978,67009,0,Backtracking
189,1,solver,AStar,1,1,,741348200,17384960,,379,379,72198,71443,17031,54064,71095,0,Backtracking
189,1,solver,Backtracking,1,1,,265683700,9988256,,379,379,72198,71443,1935,36158,38093,0,Kruskal
189,1,solver,AStar,1,1,,466140100,15569120,,379,379,72198,71443,1935,43904,45839,0,Kruskal
190,1,generator,Backtracking,1,1,,627532900,2178176,,381,381,72960,72201,0,0,0,0,Backtracking
190,1,generator,Kruskal,1,1,,761667500,15667736,,381,381,72960,72201,0,0,0,0,Kruskal
190,1,solver,Backtracking,1,1,,472031600,15537896,,381,381,72960,72201,7987,62236,70223,0,Backtracking
190,1,solver,AStar,1,1,,225345000,10045288,,381,381,72960,72201,7987,13988,21975,0,Backtracking
190,1,solver,Backtracking,1,1,,269057900,10152904,,381,381,72960,72201,1935,37442,39377,0,Kruskal
190,1,solver,AStar,1,1,,277341000,9935280,,381,381,72960,72201,1935,26980,28915,0,Kruskal
191,1,generator,Backtracking,1,1,,611569300,2265016,,383,383,73726,72963,0,0,0,0,Backtracking
191,1,generator,Kruskal,1,1,,778820500,15820064,,383,383,73726,72963,0,0,0,0,Kruskal
191,1,solver,Backtracking,1,1,,434127700,14551632,,383,383,73726,72963,18319,43516,61835,0,Backtracking
191,1,solver,AStar,1,1,,592860300,15715488,,383,383,73726,72963,18319,38464,56783,0,Backtracking
191,1,solver,Backtracking,1,1,,448142400,15073376,,383,383,73726,72963,1695,64012,65707,0,Kruskal
191,1,solver,AStar,1,1,,529705500,15492048,,383,383,73726,72963,1695,49590,51285,0,Kruskal
192,1,generator,Backtracking,1,1,,614612900,2244560,,385,385,74496,73729,0,0,0,0,Backtracking
192,1,generator,Kruskal,1,1,,787128700,15973400,,385,385,74496,73729,0,0,0,0,Kruskal
192,1,solver,Backtracking,1,1,,489944500,15820864,,385,385,74496,73729,8331,63234,71565,0,Backtracking
192,1,solver,AStar,1,1,,252597900,9990376,,385,385,74496,73729,8331,16386,24717,0,Backtracking
192,1,solver,Backtracking,1,1,,404916500,14269072,,385,385,74496,73729,1707,56618,58325,0,Kruskal
192,1,solver,AStar,1,1,,642933300,16270336,,385,385,74496,73729,1707,59648,61355,0,Kruskal
193,1,generator,Backtracking,1,1,,625074000,2283392,,387,387,75270,74499,0,0,0,0,Backtracking
193,1,generator,Kruskal,1,1,,792755400,16127392,,387,387,75270,74499,0,0,0,0,Kruskal
193,1,solver,Backtracking,1,1,,500705300,15917928,,387,387,75270,74499,8639,63266,71905,0,Backtracking
193,1,solver,AStar,1,1,,253076500,10076256,,387,387,75270,74499,8639,16316,24955,0,Backtracking
193,1,solver,Backtracking,1,1,,162252300,8445224,,387,387,75270,74499,1755,21258,23013,0,Kruskal
193,1,solver,AStar,1,1,,600616200,15491248,,387,387,75270,74499,1755,52668,54423,0,Kruskal
194,1,generator,Backtracking,1,1,,715286900,2246248,,389,389,76048,75273,0,0,0,0,Backtracking
194,1,generator,Kruskal,1,1,,874434300,16282200,,389,389,76048,75273,0,0,0,0,Kruskal
194,1,solver,Backtracking,1,1,,519296400,15892344,,389,389,76048,75273,11891,59734,71625,0,Backtracking
194,1,solver,AStar,1,1,,423245500,11707184,,389,389,76048,75273,11891,28640,40531,0,Backtracking
194,1,solver,Backtracking,1,1,,198803800,8788216,,389,389,76048,75273,1751,24918,26669,0,Kruskal
194,1,solver,AStar,1,1,,646512200,16213104,,389,389,76048,75273,1751,59922,61673,0,Kruskal
195,1,generator,Backtracking,1,1,,649347300,2230152,,391,391,76830,76051,0,0,0,0,Backtracking
195,1,generator,Kruskal,1,1,,863610700,16437760,,391,391,76830,76051,0,0,0,0,Kruskal
195,1,solver,Backtracking,1,1,,489735700,15545464,,391,391,76830,76051,13487,54938,68425,0,Backtracking
195,1,solver,AStar,1,1,,561629700,15845768,,391,391,76830,76051,13487,31868,45355,0,Backtracking
195,1,solver,Backtracking,1,1,,451712300,14510376,,391,391,76830,76051,1759,57190,58949,0,Kruskal
195,1,solver,AStar,1,1,,727832800,16473488,,391,391,76830,76051,1759,61810,63569,0,Kruskal
196,1,generator,Backtracking,1,1,,662698800,2227824,,393,393,77616,76833,0,0,0,0,Backtracking
196,1,generator,Kruskal,1,1,,944286400,16594104,,393,393,77616,76833,0,0,0,0,Kruskal
196,1,solver,Backtracking,1,1,,514067900,16298088,,393,393,77616,76833,9795,63764,73559,0,Backtracking
196,1,solver,AStar,1,1,,335720600,10658208,,393,393,77616,76833,9795,22190,31985,0,Backtracking
196,1,solver,Backtracking,1,1,,462562700,15448648,,393,393,77616,76833,1479,65410,66889,0,Kruskal
196,1,solver,AStar,1,1,,445469700,11682200,,393,393,77616,76833,1479,41182,42661,0,Kruskal
197,1,generator,Backtracking,1,1,,658661500,2374768,,395,395,78406,77619,0,0,0,0,Backtracking
197,1,generator,Kruskal,1,1,,890839500,16751264,,395,395,78406,77619,0,0,0,0,Kruskal
197,1,solver,Backtracking,1,1,,521834100,16384152,,395,395,78406,77619,11447,62436,73883,0,Backtracking
197,1,solver,AStar,1,1,,395544700,11111296,,395,395,78406,77619,11447,25182,36629,0,Backtracking
197,1,solver,Backtracking,1,1,,354074700,13605080,,395,395,78406,77619,1611,46962,48573,0,Kruskal
197,1,solver,AStar,1,1,,542812700,15635560,,395,395,78406,77619,1611,49322,50933,0,Kruskal
198,1,generator,Backtracking,1,1,,674494200,2410712,,397,397,79200,78409,0,0,0,0,Backtracking
198,1,generator,Kruskal,1,1,,931866900,16909016,,397,397,79200,78409,0,0,0,0,Kruskal
198,1,solver,Backtracking,1,1,,548768300,16827376,,397,397,79200,78409,8507,68104,76611,0,Backtracking
198,1,solver,AStar,1,1,,253608100,8466776,,397,397,79200,78409,8507,13188,21695,0,Backtracking
198,1,solver,Backtracking,1,1,,173883000,8505640,,397,397,79200,78409,1879,23124,25003,0,Kruskal
198,1,solver,AStar,1,1,,505936700,15972952,,397,397,79200,78409,1879,43748,45627,0,Kruskal
199,1,generator,Backtracking,1,1,,692330000,2456992,,399,399,79998,79203,0,0,0,0,Backtracking
199,1,generator,Kruskal,1,1,,998576100,17067712,,399,399,79998,79203,0,0,0,0,Kruskal
199,1,solver,Backtracking,1,1,,587384200,16892008,,399,399,79998,79203,10999,65658,76657,0,Backtracking
199,1,solver,AStar,1,1,,405739200,11205440,,399,399,79998,79203,10999,25656,36655,0,Backtracking
199,1,solver,Backtracking,1,1,,352067800,13874392,,399,399,79998,79203,1847,44258,46105,0,Kruskal
199,1,solver,AStar,1,1,,558568400,15806088,,399,399,79998,79203,1847,47278,49125,0,Kruskal
200,1,generator,Backtracking,1,1,,693383100,2670680,,401,401,80800,80001,0,0,0,0,Backtracking
200,1,generator,Kruskal,1,1,,902684300,17486328,,401,401,80800,80001,0,0,0,0,Kruskal
200,1,solver,Backtracking,1,1,,539385800,16879880,,401,401,80800,80001,10619,65982,76601,0,Backtracking
200,1,solver,AStar,1,1,,372016600,11242096,,401,401,80800,80001,10619,24360,34979,0,Backtracking
200,1,solver,Backtracking,1,1,,468529800,15706848,,401,401,80800,80001,1639,66412,68051,0,Kruskal
200,1,solver,AStar,1,1,,706928000,15900632,,401,401,80800,80001,1639,54006,55645,0,Kruskal
