size,seed,role,algo,repeat,ok,error,time_ns,tracemalloc_peak_bytes,rss_delta_bytes,ascii_h,ascii_w,wall_count,corridor_count,path_length,explored_count,visited_count,other_count
148,2,generator,Backtracking,2,1,,323948400,1474244,2023424,297,297,44400,43809,0,0,0,0
148,3,generator,Backtracking,3,1,,327980300,1400060,274432,297,297,44400,43809,0,0,0,0
148,4,generator,Backtracking,4,1,,324841300,1507796,-1273856,297,297,44400,43809,0,0,0,0
148,5,generator,Backtracking,5,1,,322841900,1365404,942080,297,297,44400,43809,0,0,0,0
148,1,generator,Kruskal,1,1,,417835600,9456348,10571776,297,297,44400,43809,0,0,0,0
148,2,generator,Kruskal,2,1,,438629000,9456412,1708032,297,297,44400,43809,0,0,0,0
148,3,generator,Kruskal,3,1,,413597400,9456348,3096576,297,297,44400,43809,0,0,0,0
148,4,generator,Kruskal,4,1,,408007900,9456540,2990080,297,297,44400,43809,0,0,0,0
148,5,generator,Kruskal,5,1,,414635900,9456380,589824,297,297,44400,43809,0,0,0,0
148,1,solver,Backtracking,1,1,,255737700,8601644,-753664,297,297,44400,43809,5239,37112,42351,0
148,2,solver,Backtracking,2,1,,254585000,8601644,901120,297,297,44400,43809,5239,37112,42351,0
148,3,solver,Backtracking,3,1,,258324700,8601644,196608,297,297,44400,43809,5239,37112,42351,0
148,4,solver,Backtracking,4,1,,254221500,8601644,-1384448,297,297,44400,43809,5239,37112,42351,0
148,5,solver,Backtracking,5,1,,258514900,8601644,802816,297,297,44400,43809,5239,37112,42351,0
148,1,solver,AStar,1,1,,160339200,4860524,-430080,297,297,44400,43809,5239,12568,17807,0
148,2,solver,AStar,2,1,,161284400,4860524,-225280,297,297,44400,43809,5239,12568,17807,0
148,3,solver,AStar,3,1,,165949700,4860524,12288,297,297,44400,43809,5239,12568,17807,0
148,4,solver,AStar,4,1,,162818100,4860524,-4096,297,297,44400,43809,5239,12568,17807,0
148,5,solver,AStar,5,1,,164152500,4860524,-3469312,297,297,44400,43809,5239,12568,17807,0
149,1,generator,Backtracking,1,1,,326791600,1358452,798720,299,299,44998,44403,0,0,0,0
149,2,generator,Backtracking,2,1,,332158700,1462308,176128,299,299,44998,44403,0,0,0,0
149,3,generator,Backtracking,3,1,,334008400,1365076,-5492736,299,299,44998,44403,0,0,0,0
149,4,generator,Backtracking,4,1,,339457500,1496628,1331200,299,299,44998,44403,0,0,0,0
149,5,generator,Backtracking,5,1,,330381400,1343332,290816,299,299,44998,44403,0,0,0,0
149,1,generator,Kruskal,1,1,,402115300,9619204,8499200,299,299,44998,44403,0,0,0,0
149,2,generator,Kruskal,2,1,,401591100,9619012,4849664,299,299,44998,44403,0,0,0,0
149,3,generator,Kruskal,3,1,,403332300,9619044,2228224,299,299,44998,44403,0,0,0,0
149,4,generator,Kruskal,4,1,,400195100,9619140,1445888,299,299,44998,44403,0,0,0,0
149,5,generator,Kruskal,5,1,,402425600,9619012,3461120,299,299,44998,44403,0,0,0,0
149,1,solver,Backtracking,1,1,,254853100,8711108,-839680,299,299,44998,44403,6983,35776,42759,0
149,2,solver,Backtracking,2,1,,263177700,8711108,491520,299,299,44998,44403,6983,35776,42759,0
149,3,solver,Backtracking,3,1,,259616300,8711108,-2375680,299,299,44998,44403,6983,35776,42759,0
149,4,solver,Backtracking,4,1,,265872800,8711108,684032,299,299,44998,44403,6983,35776,42759,0
149,5,solver,Backtracking,5,1,,256780700,8711108,139264,299,299,44998,44403,6983,35776,42759,0
149,1,solver,AStar,1,1,,245559400,8921652,-1011712,299,299,44998,44403,6983,19844,26827,0
149,2,solver,AStar,2,1,,252942500,8921652,4952064,299,299,44998,44403,6983,19844,26827,0
149,3,solver,AStar,3,1,,252591400,8921652,696320,299,299,44998,44403,6983,19844,26827,0
149,4,solver,AStar,4,1,,245294400,8921652,53248,299,299,44998,44403,6983,19844,26827,0
149,5,solver,AStar,5,1,,245891900,8921652,-929792,299,299,44998,44403,6983,19844,26827,0
150,1,generator,Backtracking,1,1,,337291600,1345780,638976,301,301,45600,45001,0,0,0,0
150,2,generator,Backtracking,2,1,,335978700,1485124,36864,301,301,45600,45001,0,0,0,0
150,3,generator,Backtracking,3,1,,336567200,1385772,-5554176,301,301,45600,45001,0,0,0,0
150,4,generator,Backtracking,4,1,,336790700,1457532,1380352,301,301,45600,45001,0,0,0,0
150,5,generator,Backtracking,5,1,,333512600,1337476,131072,301,301,45600,45001,0,0,0,0
150,1,generator,Kruskal,1,1,,413970800,9738524,8966144,301,301,45600,45001,0,0,0,0
150,2,generator,Kruskal,2,1,,419391300,9738524,6770688,301,301,45600,45001,0,0,0,0
150,3,generator,Kruskal,3,1,,413937000,9738524,-585728,301,301,45600,45001,0,0,0,0
150,4,generator,Kruskal,4,1,,411295800,9738524,831488,301,301,45600,45001,0,0,0,0
150,5,generator,Kruskal,5,1,,416743000,9738524,3375104,301,301,45600,45001,0,0,0,0
150,1,solver,Backtracking,1,1,,234088900,8263844,2420736,301,301,45600,45001,10595,27756,38351,0
150,2,solver,Backtracking,2,1,,258967900,8263844,-3833856,301,301,45600,45001,10595,27756,38351,0
150,3,solver,Backtracking,3,1,,243600300,8263844,-1662976,301,301,45600,45001,10595,27756,38351,0
150,4,solver,Backtracking,4,1,,238414700,8263844,696320,301,301,45600,45001,10595,27756,38351,0
150,5,solver,Backtracking,5,1,,233036900,8263844,28672,301,301,45600,45001,10595,27756,38351,0
150,1,solver,AStar,1,1,,371252300,10042604,-1822720,301,301,45600,45001,10595,29836,40431,0
150,2,solver,AStar,2,1,,369636300,10042604,954368,301,301,45600,45001,10595,29836,40431,0
150,3,solver,AStar,3,1,,368354500,10042604,53248,301,301,45600,45001,10595,29836,40431,0
150,4,solver,AStar,4,1,,369253100,10042604,-749568,301,301,45600,45001,10595,29836,40431,0
150,5,solver,AStar,5,1,,369832800,10042604,593920,301,301,45600,45001,10595,29836,40431,0
151,1,generator,Backtracking,1,1,,344659000,1378628,-77824,303,303,46206,45603,0,0,0,0
151,2,generator,Backtracking,2,1,,352917500,1550260,-6393856,303,303,46206,45603,0,0,0,0
151,3,generator,Backtracking,3,1,,339467900,1373076,868352,303,303,46206,45603,0,0,0,0
151,4,generator,Backtracking,4,1,,343632500,1372044,348160,303,303,46206,45603,0,0,0,0
151,5,generator,Backtracking,5,1,,339393400,1389228,-1798144,303,303,46206,45603,0,0,0,0
151,1,generator,Kruskal,1,1,,415923500,9858916,14712832,303,303,46206,45603,0,0,0,0
151,2,generator,Kruskal,2,1,,426021500,9858916,1400832,303,303,46206,45603,0,0,0,0
151,3,generator,Kruskal,3,1,,419900100,9858948,462848,303,303,46206,45603,0,0,0,0
151,4,generator,Kruskal,4,1,,411003900,9858820,5017600,303,303,46206,45603,0,0,0,0
151,5,generator,Kruskal,5,1,,410360600,9858852,3354624,303,303,46206,45603,0,0,0,0
151,1,solver,Backtracking,1,1,,275306000,11473100,53248,303,303,46206,45603,6023,38934,44957,0
151,2,solver,Backtracking,2,1,,281442000,11473100,-1531904,303,303,46206,45603,6023,38934,44957,0
151,3,solver,Backtracking,3,1,,273684700,11473100,3002368,303,303,46206,45603,6023,38934,44957,0
151,4,solver,Backtracking,4,1,,269945500,11473100,-2842624,303,303,46206,45603,6023,38934,44957,0
151,5,solver,Backtracking,5,1,,275392600,11473100,-761856,303,303,46206,45603,6023,38934,44957,0
151,1,solver,AStar,1,1,,206077100,7214404,-458752,303,303,46206,45603,6023,15158,21181,0
151,2,solver,AStar,2,1,,197418400,7214404,-118784,303,303,46206,45603,6023,15158,21181,0
151,3,solver,AStar,3,1,,194949900,7214404,-32768,303,303,46206,45603,6023,15158,21181,0
151,4,solver,AStar,4,1,,193851500,7214404,-2764800,303,303,46206,45603,6023,15158,21181,0
151,5,solver,AStar,5,1,,199269300,7214404,888832,303,303,46206,45603,6023,15158,21181,0
152,1,generator,Backtracking,1,1,,348752900,1335620,352256,305,305,46816,46209,0,0,0,0
152,2,generator,Backtracking,2,1,,343810400,1537188,679936,305,305,46816,46209,0,0,0,0
152,3,generator,Backtracking,3,1,,345357400,1407556,-5873664,305,305,46816,46209,0,0,0,0
152,4,generator,Backtracking,4,1,,348570300,1409836,1028096,305,305,46816,46209,0,0,0,0
152,5,generator,Backtracking,5,1,,344484500,1370772,319488,305,305,46816,46209,0,0,0,0
152,1,generator,Kruskal,1,1,,436310600,9979868,9277440,305,305,46816,46209,0,0,0,0
152,2,generator,Kruskal,2,1,,427250800,9979868,4329472,305,305,46816,46209,0,0,0,0
152,3,generator,Kruskal,3,1,,425521100,9979868,5427200,305,305,46816,46209,0,0,0,0
152,4,generator,Kruskal,4,1,,422450400,9979900,-729088,305,305,46816,46209,0,0,0,0
152,5,generator,Kruskal,5,1,,425398900,9979964,4386816,305,305,46816,46209,0,0,0,0
152,1,solver,Backtracking,1,1,,274063500,11522172,-4018176,305,305,46816,46209,7003,37264,44267,0
152,2,solver,Backtracking,2,1,,268944100,11522172,2220032,305,305,46816,46209,7003,37264,44267,0
152,3,solver,Backtracking,3,1,,273744800,11522172,8192,305,305,46816,46209,7003,37264,44267,0
152,4,solver,Backtracking,4,1,,272606400,11522172,139264,305,305,46816,46209,7003,37264,44267,0
152,5,solver,Backtracking,5,1,,274545900,11522172,-1564672,305,305,46816,46209,7003,37264,44267,0
152,1,solver,AStar,1,1,,249825900,9003236,-352256,305,305,46816,46209,7003,19252,26255,0
152,2,solver,AStar,2,1,,245401500,9003236,-139264,305,305,46816,46209,7003,19252,26255,0
152,3,solver,AStar,3,1,,250794600,9003236,16384,305,305,46816,46209,7003,19252,26255,0
152,4,solver,AStar,4,1,,251905100,9003236,-2498560,305,305,46816,46209,7003,19252,26255,0
152,5,solver,AStar,5,1,,247346600,9003236,4288512,305,305,46816,46209,7003,19252,26255,0
153,1,generator,Backtracking,1,1,,352215600,1379204,-2465792,307,307,47430,46819,0,0,0,0
153,2,generator,Backtracking,2,1,,363211200,1564028,-5713920,307,307,47430,46819,0,0,0,0
153,3,generator,Backtracking,3,1,,355179200,1428716,913408,307,307,47430,46819,0,0,0,0
153,4,generator,Backtracking,4,1,,357103500,1525276,479232,307,307,47430,46819,0,0,0,0
153,5,generator,Backtracking,5,1,,354087800,1400684,-1765376,307,307,47430,46819,0,0,0,0
153,1,generator,Kruskal,1,1,,426881600,10101764,15388672,307,307,47430,46819,0,0,0,0
153,2,generator,Kruskal,2,1,,425828900,10101764,778240,307,307,47430,46819,0,0,0,0
153,3,generator,Kruskal,3,1,,428702200,10101700,552960,307,307,47430,46819,0,0,0,0
153,4,generator,Kruskal,4,1,,432282900,10101764,5054464,307,307,47430,46819,0,0,0,0
153,5,generator,Kruskal,5,1,,431565400,10101764,3297280,307,307,47430,46819,0,0,0,0
153,1,solver,Backtracking,1,1,,284069000,11553756,-786432,307,307,47430,46819,4919,41392,46311,0
153,2,solver,Backtracking,2,1,,286685200,11553756,-1224704,307,307,47430,46819,4919,41392,46311,0
153,3,solver,Backtracking,3,1,,286384700,11553756,167936,307,307,47430,46819,4919,41392,46311,0
153,4,solver,Backtracking,4,1,,295315700,11553756,-675840,307,307,47430,46819,4919,41392,46311,0
153,5,solver,Backtracking,5,1,,282490800,11553756,577536,307,307,47430,46819,4919,41392,46311,0
153,1,solver,AStar,1,1,,122309600,4662516,-1839104,307,307,47430,46819,4919,7454,12373,0
153,2,solver,AStar,2,1,,118397900,4662516,-147456,307,307,47430,46819,4919,7454,12373,0
153,3,solver,AStar,3,1,,116735300,4662516,-8192,307,307,47430,46819,4919,7454,12373,0
153,4,solver,AStar,4,1,,121149500,4662516,-61440,307,307,47430,46819,4919,7454,12373,0
153,5,solver,AStar,5,1,,122058500,4662516,532480,307,307,47430,46819,4919,7454,12373,0
154,1,generator,Backtracking,1,1,,354404000,1494620,-7196672,309,309,48048,47433,0,0,0,0
154,2,generator,Backtracking,2,1,,357070400,1660708,1654784,309,309,48048,47433,0,0,0,0
154,3,generator,Backtracking,3,1,,359359400,1595084,-983040,309,309,48048,47433,0,0,0,0
154,4,generator,Backtracking,4,1,,356334100,1554092,827392,309,309,48048,47433,0,0,0,0
154,5,generator,Backtracking,5,1,,352758800,1593900,704512,309,309,48048,47433,0,0,0,0
154,1,generator,Kruskal,1,1,,438240400,10333500,9216000,309,309,48048,47433,0,0,0,0
154,2,generator,Kruskal,2,1,,435182100,10333436,5009408,309,309,48048,47433,0,0,0,0
154,3,generator,Kruskal,3,1,,439120100,10333596,3391488,309,309,48048,47433,0,0,0,0
154,4,generator,Kruskal,4,1,,440986300,10333564,1609728,309,309,48048,47433,0,0,0,0
154,5,generator,Kruskal,5,1,,438319100,10333500,3887104,309,309,48048,47433,0,0,0,0
154,1,solver,Backtracking,1,1,,258977400,8855204,-3289088,309,309,48048,47433,13695,27992,41687,0
154,2,solver,Backtracking,2,1,,261063900,8855204,2199552,309,309,48048,47433,13695,27992,41687,0
154,3,solver,Backtracking,3,1,,259342000,8855204,155648,309,309,48048,47433,13695,27992,41687,0
154,4,solver,Backtracking,4,1,,262073200,8855204,3850240,309,309,48048,47433,13695,27992,41687,0
154,5,solver,Backtracking,5,1,,260466000,8855204,-5816320,309,309,48048,47433,13695,27992,41687,0
154,1,solver,AStar,1,1,,410565200,10501868,352256,309,309,48048,47433,13695,29600,43295,0
154,2,solver,AStar,2,1,,402835000,10501868,20480,309,309,48048,47433,13695,29600,43295,0
154,3,solver,AStar,3,1,,403129900,10501868,-1241088,309,309,48048,47433,13695,29600,43295,0
154,4,solver,AStar,4,1,,399727600,10501868,827392,309,309,48048,47433,13695,29600,43295,0
154,5,solver,AStar,5,1,,406309000,10501868,-851968,309,309,48048,47433,13695,29600,43295,0
155,1,generator,Backtracking,1,1,,365386100,1478908,-987136,311,311,48670,48051,0,0,0,0
155,2,generator,Backtracking,2,1,,360539000,1613980,356352,311,311,48670,48051,0,0,0,0
155,3,generator,Backtracking,3,1,,384960500,1556236,-5922816,311,311,48670,48051,0,0,0,0
155,4,generator,Backtracking,4,1,,361210700,1576828,1200128,311,311,48670,48051,0,0,0,0
155,5,generator,Backtracking,5,1,,362860400,1555900,233472,311,311,48670,48051,0,0,0,0
155,1,generator,Kruskal,1,1,,447926800,10457508,9822208,311,311,48670,48051,0,0,0,0
155,2,generator,Kruskal,2,1,,447187800,10457668,5332992,311,311,48670,48051,0,0,0,0
155,3,generator,Kruskal,3,1,,451633800,10457572,3207168,311,311,48670,48051,0,0,0,0
155,4,generator,Kruskal,4,1,,447963500,10457540,1880064,311,311,48670,48051,0,0,0,0
155,5,generator,Kruskal,5,1,,444518800,10457540,3682304,311,311,48670,48051,0,0,0,0
155,1,solver,Backtracking,1,1,,290397100,11623788,-3272704,311,311,48670,48051,5395,41726,47121,0
155,2,solver,Backtracking,2,1,,292646200,11623788,4804608,311,311,48670,48051,5395,41726,47121,0
155,3,solver,Backtracking,3,1,,291847600,11623788,-2797568,311,311,48670,48051,5395,41726,47121,0
155,4,solver,Backtracking,4,1,,290803000,11623788,-1441792,311,311,48670,48051,5395,41726,47121,0
155,5,solver,Backtracking,5,1,,288813100,11623788,483328,311,311,48670,48051,5395,41726,47121,0
155,1,solver,AStar,1,1,,127614100,4704684,-1671168,311,311,48670,48051,5395,7678,13073,0
155,2,solver,AStar,2,1,,127467000,4704684,237568,311,311,48670,48051,5395,7678,13073,0
155,3,solver,AStar,3,1,,126902100,4704684,233472,311,311,48670,48051,5395,7678,13073,0
155,4,solver,AStar,4,1,,125813200,4704684,24576,311,311,48670,48051,5395,7678,13073,0
155,5,solver,AStar,5,1,,126391100,4704684,-135168,311,311,48670,48051,5395,7678,13073,0
156,1,generator,Backtracking,1,1,,372519500,1492124,-7217152,313,313,49296,48673,0,0,0,0
156,2,generator,Backtracking,2,1,,365620000,1698212,1601536,313,313,49296,48673,0,0,0,0
156,3,generator,Backtracking,3,1,,367281700,1567940,-1572864,313,313,49296,48673,0,0,0,0
156,4,generator,Backtracking,4,1,,369744700,1576548,1175552,313,313,49296,48673,0,0,0,0
156,5,generator,Backtracking,5,1,,366657800,1560964,233472,313,313,49296,48673,0,0,0,0
156,1,generator,Kruskal,1,1,,448643900,10582428,10182656,313,313,49296,48673,0,0,0,0
156,2,generator,Kruskal,2,1,,449114700,10582300,5398528,313,313,49296,48673,0,0,0,0
156,3,generator,Kruskal,3,1,,453471100,10582364,4210688,313,313,49296,48673,0,0,0,0
156,4,generator,Kruskal,4,1,,446809000,10582396,1257472,313,313,49296,48673,0,0,0,0
156,5,generator,Kruskal,5,1,,447743600,10582396,3637248,313,313,49296,48673,0,0,0,0
156,1,solver,Backtracking,1,1,,294867700,11738380,-3317760,313,313,49296,48673,5947,41084,47031,0
156,2,solver,Backtracking,2,1,,290015400,11738380,1650688,313,313,49296,48673,5947,41084,47031,0
156,3,solver,Backtracking,3,1,,292194200,11738380,-143360,313,313,49296,48673,5947,41084,47031,0
156,4,solver,Backtracking,4,1,,292172200,11738380,-798720,313,313,49296,48673,5947,41084,47031,0
156,5,solver,Backtracking,5,1,,292259600,11738380,630784,313,313,49296,48673,5947,41084,47031,0
156,1,solver,AStar,1,1,,175677800,5236700,-1138688,313,313,49296,48673,5947,13156,19103,0
156,2,solver,AStar,2,1,,176511800,5236700,-61440,313,313,49296,48673,5947,13156,19103,0
156,3,solver,AStar,3,1,,179594100,5236700,-57344,313,313,49296,48673,5947,13156,19103,0
156,4,solver,AStar,4,1,,178393900,5236700,-385024,313,313,49296,48673,5947,13156,19103,0
156,5,solver,AStar,5,1,,180064400,5236700,-1933312,313,313,49296,48673,5947,13156,19103,0
157,1,generator,Backtracking,1,1,,372760700,1546460,270336,315,315,49926,49299,0,0,0,0
157,2,generator,Backtracking,2,1,,374291300,1705884,454656,315,315,49926,49299,0,0,0,0
157,3,generator,Backtracking,3,1,,373412000,1602868,1863680,315,315,49926,49299,0,0,0,0
157,4,generator,Backtracking,4,1,,375715800,1604100,475136,315,315,49926,49299,0,0,0,0
157,5,generator,Backtracking,5,1,,377808100,1574028,-1466368,315,315,49926,49299,0,0,0,0
157,1,generator,Kruskal,1,1,,458281000,10707908,13529088,315,315,49926,49299,0,0,0,0
157,2,generator,Kruskal,2,1,,461933800,10708004,3829760,315,315,49926,49299,0,0,0,0
157,3,generator,Kruskal,3,1,,463723900,10707908,2527232,315,315,49926,49299,0,0,0,0
157,4,generator,Kruskal,4,1,,458666900,10707972,3731456,315,315,49926,49299,0,0,0,0
157,5,generator,Kruskal,5,1,,462817200,10708036,2211840,315,315,49926,49299,0,0,0,0
157,1,solver,Backtracking,1,1,,307065400,11736164,-442368,315,315,49926,49299,3883,45144,49027,0
157,2,solver,Backtracking,2,1,,309371000,11736164,684032,315,315,49926,49299,3883,45144,49027,0
157,3,solver,Backtracking,3,1,,303047700,11736164,8175616,315,315,49926,49299,3883,45144,49027,0
157,4,solver,Backtracking,4,1,,310611700,11736164,225280,315,315,49926,49299,3883,45144,49027,0
157,5,solver,Backtracking,5,1,,309777200,11736164,-69632,315,315,49926,49299,3883,45144,49027,0
157,1,solver,AStar,1,1,,62504700,3428652,-4689920,315,315,49926,49299,3883,2548,6431,0
157,2,solver,AStar,2,1,,61962000,3428652,888832,315,315,49926,49299,3883,2548,6431,0
157,3,solver,AStar,3,1,,62614400,3428652,81920,315,315,49926,49299,3883,2548,6431,0
157,4,solver,AStar,4,1,,61485600,3428652,8192,315,315,49926,49299,3883,2548,6431,0
157,5,solver,AStar,5,1,,61471900,3428652,45056,315,315,49926,49299,3883,2548,6431,0
158,1,generator,Backtracking,1,1,,394122100,1539940,856064,317,317,50560,49929,0,0,0,0
158,2,generator,Backtracking,2,1,,390421400,1835116,-5963776,317,317,50560,49929,0,0,0,0
158,3,generator,Backtracking,3,1,,379560300,1601612,1064960,317,317,50560,49929,0,0,0,0
158,4,generator,Backtracking,4,1,,386803100,1678828,274432,317,317,50560,49929,0,0,0,0
158,5,generator,Backtracking,5,1,,387123100,1645620,-1298432,317,317,50560,49929,0,0,0,0
158,1,generator,Kruskal,1,1,,480243800,10883676,13549568,317,317,50560,49929,0,0,0,0
158,2,generator,Kruskal,2,1,,473458300,10883740,3170304,317,317,50560,49929,0,0,0,0
158,3,generator,Kruskal,3,1,,468759100,10883772,5890048,317,317,50560,49929,0,0,0,0
158,4,generator,Kruskal,4,1,,488410100,10883676,3989504,317,317,50560,49929,0,0,0,0
158,5,generator,Kruskal,5,1,,496730700,10883772,15257600,317,317,50560,49929,0,0,0,0
158,1,solver,Backtracking,1,1,,282041400,9005260,2805760,317,317,50560,49929,15679,25628,41307,0
158,2,solver,Backtracking,2,1,,281750300,9005260,-987136,317,317,50560,49929,15679,25628,41307,0
158,3,solver,Backtracking,3,1,,280332900,9005260,-4468736,317,317,50560,49929,15679,25628,41307,0
158,4,solver,Backtracking,4,1,,283937100,9005260,466944,317,317,50560,49929,15679,25628,41307,0
158,5,solver,Backtracking,5,1,,277178400,9005260,69632,317,317,50560,49929,15679,25628,41307,0
158,1,solver,AStar,1,1,,509298900,14626300,-872448,317,317,50560,49929,15679,31728,47407,0
158,2,solver,AStar,2,1,,508056500,14626300,913408,317,317,50560,49929,15679,31728,47407,0
158,3,solver,AStar,3,1,,493813200,14626300,-1081344,317,317,50560,49929,15679,31728,47407,0
158,4,solver,AStar,4,1,,501477200,14626300,667648,317,317,50560,49929,15679,31728,47407,0
158,5,solver,AStar,5,1,,495419900,14626300,-671744,317,317,50560,49929,15679,31728,47407,0
159,1,generator,Backtracking,1,1,,425677000,1597948,-696320,319,319,51198,50563,0,0,0,0
159,2,generator,Backtracking,2,1,,409415500,1684068,-6492160,319,319,51198,50563,0,0,0,0
159,3,generator,Backtracking,3,1,,404224800,1642996,1265664,319,319,51198,50563,0,0,0,0
159,4,generator,Backtracking,4,1,,409250400,1664676,245760,319,319,51198,50563,0,0,0,0
159,5,generator,Backtracking,5,1,,408994300,1556044,-1695744,319,319,51198,50563,0,0,0,0
159,1,generator,Kruskal,1,1,,509575600,11010980,15036416,319,319,51198,50563,0,0,0,0
159,2,generator,Kruskal,2,1,,508874600,11010884,2580480,319,319,51198,50563,0,0,0,0
159,3,generator,Kruskal,3,1,,477832700,11010852,5677056,319,319,51198,50563,0,0,0,0
159,4,generator,Kruskal,4,1,,483024500,11010980,4370432,319,319,51198,50563,0,0,0,0
159,5,generator,Kruskal,5,1,,478225600,11010884,2859008,319,319,51198,50563,0,0,0,0
159,1,solver,Backtracking,1,1,,317937100,11775924,-1249280,319,319,51198,50563,4603,45540,50143,0
159,2,solver,Backtracking,2,1,,313040800,11775924,-1232896,319,319,51198,50563,4603,45540,50143,0
159,3,solver,Backtracking,3,1,,308429000,11775924,1171456,319,319,51198,50563,4603,45540,50143,0
159,4,solver,Backtracking,4,1,,313494000,11775924,315392,319,319,51198,50563,4603,45540,50143,0
159,5,solver,Backtracking,5,1,,308638400,11775924,-466944,319,319,51198,50563,4603,45540,50143,0
159,1,solver,AStar,1,1,,89828500,3760460,-1589248,319,319,51198,50563,4603,4482,9085,0
159,2,solver,AStar,2,1,,88435800,3760460,-12288,319,319,51198,50563,4603,4482,9085,0
159,3,solver,AStar,3,1,,90091700,3760460,24576,319,319,51198,50563,4603,4482,9085,0
159,4,solver,AStar,4,1,,88790700,3760460,-32768,319,319,51198,50563,4603,4482,9085,0
159,5,solver,AStar,5,1,,89583300,3760460,102400,319,319,51198,50563,4603,4482,9085,0
160,1,generator,Backtracking,1,1,,395829100,1603812,212992,321,321,51840,51201,0,0,0,0
160,2,generator,Backtracking,2,1,,394557500,1745692,-6909952,321,321,51840,51201,0,0,0,0
160,3,generator,Backtracking,3,1,,394189200,1600172,638976,321,321,51840,51201,0,0,0,0
160,4,generator,Backtracking,4,1,,397968200,1629892,-868352,321,321,51840,51201,0,0,0,0
160,5,generator,Backtracking,5,1,,403500300,1712740,860160,321,321,51840,51201,0,0,0,0
160,1,generator,Kruskal,1,1,,476756200,11138844,14065664,321,321,51840,51201,0,0,0,0
160,2,generator,Kruskal,2,1,,483567500,11138812,3694592,321,321,51840,51201,0,0,0,0
160,3,generator,Kruskal,3,1,,485532100,11138716,4857856,321,321,51840,51201,0,0,0,0
160,4,generator,Kruskal,4,1,,478388300,11138780,2428928,321,321,51840,51201,0,0,0,0
160,5,generator,Kruskal,5,1,,477677800,11138748,5017600,321,321,51840,51201,0,0,0,0
160,1,solver,Backtracking,1,1,,320987700,11909148,-2322432,321,321,51840,51201,3867,46940,50807,0
160,2,solver,Backtracking,2,1,,320323200,11909148,2174976,321,321,51840,51201,3867,46940,50807,0
160,3,solver,Backtracking,3,1,,323005900,11909148,57344,321,321,51840,51201,3867,46940,50807,0
160,4,solver,Backtracking,4,1,,318577600,11909148,-1863680,321,321,51840,51201,3867,46940,50807,0
160,5,solver,Backtracking,5,1,,318305800,11909148,581632,321,321,51840,51201,3867,46940,50807,0
160,1,solver,AStar,1,1,,60718700,3488180,-2502656,321,321,51840,51201,3867,2292,6159,0
160,2,solver,AStar,2,1,,62401800,3488180,65536,321,321,51840,51201,3867,2292,6159,0
160,3,solver,AStar,3,1,,63183500,3488180,106496,321,321,51840,51201,3867,2292,6159,0
160,4,solver,AStar,4,1,,61263800,3488180,126976,321,321,51840,51201,3867,2292,6159,0
160,5,solver,AStar,5,1,,59730900,3488180,151552,321,321,51840,51201,3867,2292,6159,0
161,1,generator,Backtracking,1,1,,401031300,1556316,-7634944,323,323,52486,51843,0,0,0,0
161,2,generator,Backtracking,2,1,,404577600,1802468,2220032,323,323,52486,51843,0,0,0,0
161,3,generator,Backtracking,3,1,,394982100,1568340,229376,323,323,52486,51843,0,0,0,0
161,4,generator,Backtracking,4,1,,394114900,1659148,-1433600,323,323,52486,51843,0,0,0,0
161,5,generator,Backtracking,5,1,,402534400,1602756,675840,323,323,52486,51843,0,0,0,0
161,1,generator,Kruskal,1,1,,488913500,11267460,10678272,323,323,52486,51843,0,0,0,0
161,2,generator,Kruskal,2,1,,497457500,11267428,4972544,323,323,52486,51843,0,0,0,0
161,3,generator,Kruskal,3,1,,493110400,11267588,1933312,323,323,52486,51843,0,0,0,0
161,4,generator,Kruskal,4,1,,495389500,11267492,4718592,323,323,52486,51843,0,0,0,0
161,5,generator,Kruskal,5,1,,487700500,11267428,2187264,323,323,52486,51843,0,0,0,0
161,1,solver,Backtracking,1,1,,319374300,11913708,1560576,323,323,52486,51843,4031,46744,50775,0
161,2,solver,Backtracking,2,1,,320864100,11913708,385024,323,323,52486,51843,4031,46744,50775,0
161,3,solver,Backtracking,3,1,,320337800,11913708,-8192,323,323,52486,51843,4031,46744,50775,0
161,4,solver,Backtracking,4,1,,316577000,11913708,-2166784,323,323,52486,51843,4031,46744,50775,0
161,5,solver,Backtracking,5,1,,316248000,11913708,884736,323,323,52486,51843,4031,46744,50775,0
161,1,solver,AStar,1,1,,65966500,3536076,-2490368,323,323,52486,51843,4031,2676,6707,0
161,2,solver,AStar,2,1,,66946300,3536076,-8192,323,323,52486,51843,4031,2676,6707,0
161,3,solver,AStar,3,1,,67112800,3536076,208896,323,323,52486,51843,4031,2676,6707,0
161,4,solver,AStar,4,1,,65389000,3536076,16384,323,323,52486,51843,4031,2676,6707,0
161,5,solver,AStar,5,1,,67270900,3536076,192512,323,323,52486,51843,4031,2676,6707,0
162,1,generator,Backtracking,1,1,,410321300,1556468,1794048,325,325,53136,52489,0,0,0,0
162,2,generator,Backtracking,2,1,,402341100,1742116,823296,325,325,53136,52489,0,0,0,0
162,3,generator,Backtracking,3,1,,398552600,1604868,-2666496,325,325,53136,52489,0,0,0,0
162,4,generator,Backtracking,4,1,,405603300,1647652,1372160,325,325,53136,52489,0,0,0,0
162,5,generator,Backtracking,5,1,,399318000,1640300,258048,325,325,53136,52489,0,0,0,0
