size,seed,role,algo,repeat,ok,error,time_ns,tracemalloc_peak_bytes,rss_delta_bytes,ascii_h,ascii_w,wall_count,corridor_count,path_length,explored_count,visited_count,other_count
64,4,solver,AStar,4,1,,27671100,1014612,0,129,129,8448,8193,1715,1762,3477,0
64,5,solver,AStar,5,1,,27701500,1014612,0,129,129,8448,8193,1715,1762,3477,0
65,1,generator,Backtracking,1,1,,58045300,340716,385024,131,131,8710,8451,0,0,0,0
65,2,generator,Backtracking,2,1,,57122500,316516,159744,131,131,8710,8451,0,0,0,0
65,3,generator,Backtracking,3,1,,55877300,315508,49152,131,131,8710,8451,0,0,0,0
65,4,generator,Backtracking,4,1,,57070700,321980,81920,131,131,8710,8451,0,0,0,0
65,5,generator,Backtracking,5,1,,55733500,331164,8192,131,131,8710,8451,0,0,0,0
65,1,generator,Kruskal,1,1,,58574600,1825396,1781760,131,131,8710,8451,0,0,0,0
65,2,generator,Kruskal,2,1,,56440100,1825396,36864,131,131,8710,8451,0,0,0,0
65,3,generator,Kruskal,3,1,,56653800,1825396,0,131,131,8710,8451,0,0,0,0
65,4,generator,Kruskal,4,1,,60279800,1825396,0,131,131,8710,8451,0,0,0,0
65,5,generator,Kruskal,5,1,,58776400,1825396,0,131,131,8710,8451,0,0,0,0
65,1,solver,Backtracking,1,1,,46654400,1672092,319488,131,131,8710,8451,1547,6794,8341,0
65,2,solver,Backtracking,2,1,,46800200,1672092,0,131,131,8710,8451,1547,6794,8341,0
65,3,solver,Backtracking,3,1,,46656200,1672092,0,131,131,8710,8451,1547,6794,8341,0
65,4,solver,Backtracking,4,1,,47724300,1672092,0,131,131,8710,8451,1547,6794,8341,0
65,5,solver,Backtracking,5,1,,47261700,1672092,0,131,131,8710,8451,1547,6794,8341,0
65,1,solver,AStar,1,1,,21949100,1022948,-3182592,131,131,8710,8451,1547,1180,2727,0
65,2,solver,AStar,2,1,,21506800,1022948,86016,131,131,8710,8451,1547,1180,2727,0
65,3,solver,AStar,3,1,,22005600,1022948,20480,131,131,8710,8451,1547,1180,2727,0
65,4,solver,AStar,4,1,,22293600,1022948,0,131,131,8710,8451,1547,1180,2727,0
65,5,solver,AStar,5,1,,21866400,1022948,0,131,131,8710,8451,1547,1180,2727,0
66,1,generator,Backtracking,1,1,,67208400,320940,380928,133,133,8976,8713,0,0,0,0
66,2,generator,Backtracking,2,1,,59334700,336708,188416,133,133,8976,8713,0,0,0,0
66,3,generator,Backtracking,3,1,,62101200,308276,16384,133,133,8976,8713,0,0,0,0
66,4,generator,Backtracking,4,1,,57820700,328476,81920,133,133,8976,8713,0,0,0,0
66,5,generator,Backtracking,5,1,,58204500,336204,49152,133,133,8976,8713,0,0,0,0
66,1,generator,Kruskal,1,1,,62262300,1886284,2101248,133,133,8976,8713,0,0,0,0
66,2,generator,Kruskal,2,1,,60716800,1886284,143360,133,133,8976,8713,0,0,0,0
66,3,generator,Kruskal,3,1,,61328400,1886284,0,133,133,8976,8713,0,0,0,0
66,4,generator,Kruskal,4,1,,60156000,1886284,16384,133,133,8976,8713,0,0,0,0
66,5,generator,Kruskal,5,1,,60246000,1886284,0,133,133,8976,8713,0,0,0,0
66,1,solver,Backtracking,1,1,,47221600,1712044,319488,133,133,8976,8713,1655,6924,8579,0
66,2,solver,Backtracking,2,1,,63873000,1712044,102400,133,133,8976,8713,1655,6924,8579,0
66,3,solver,Backtracking,3,1,,47420000,1712044,32768,133,133,8976,8713,1655,6924,8579,0
66,4,solver,Backtracking,4,1,,50034700,1712044,0,133,133,8976,8713,1655,6924,8579,0
66,5,solver,Backtracking,5,1,,51095100,1712044,-2437120,133,133,8976,8713,1655,6924,8579,0
66,1,solver,AStar,1,1,,23532000,1031324,692224,133,133,8976,8713,1655,1308,2963,0
66,2,solver,AStar,2,1,,24055400,1031324,4096,133,133,8976,8713,1655,1308,2963,0
66,3,solver,AStar,3,1,,23987300,1031324,0,133,133,8976,8713,1655,1308,2963,0
66,4,solver,AStar,4,1,,24030100,1031324,0,133,133,8976,8713,1655,1308,2963,0
66,5,solver,AStar,5,1,,24035500,1031324,0,133,133,8976,8713,1655,1308,2963,0
67,1,generator,Backtracking,1,1,,61527000,346220,217088,135,135,9246,8979,0,0,0,0
67,2,generator,Backtracking,2,1,,59875100,351876,65536,135,135,9246,8979,0,0,0,0
67,3,generator,Backtracking,3,1,,59752300,316476,49152,135,135,9246,8979,0,0,0,0
67,4,generator,Backtracking,4,1,,61060400,329388,73728,135,135,9246,8979,0,0,0,0
67,5,generator,Backtracking,5,1,,61182500,321964,49152,135,135,9246,8979,0,0,0,0
67,1,generator,Kruskal,1,1,,63909500,1939508,942080,135,135,9246,8979,0,0,0,0
67,2,generator,Kruskal,2,1,,60501800,1939508,16384,135,135,9246,8979,0,0,0,0
67,3,generator,Kruskal,3,1,,61292300,1939508,0,135,135,9246,8979,0,0,0,0
67,4,generator,Kruskal,4,1,,64250800,1939508,0,135,135,9246,8979,0,0,0,0
67,5,generator,Kruskal,5,1,,63140400,1939508,0,135,135,9246,8979,0,0,0,0
67,1,solver,Backtracking,1,1,,49005000,1744756,319488,135,135,9246,8979,1911,6834,8745,0
67,2,solver,Backtracking,2,1,,49550700,1744756,-143360,135,135,9246,8979,1911,6834,8745,0
67,3,solver,Backtracking,3,1,,49739400,1744756,69632,135,135,9246,8979,1911,6834,8745,0
67,4,solver,Backtracking,4,1,,49328000,1744756,-2363392,135,135,9246,8979,1911,6834,8745,0
67,5,solver,Backtracking,5,1,,48778800,1744756,892928,135,135,9246,8979,1911,6834,8745,0
67,1,solver,AStar,1,1,,30596300,1062484,-4096,135,135,9246,8979,1911,1900,3811,0
67,2,solver,AStar,2,1,,30980400,1062484,163840,135,135,9246,8979,1911,1900,3811,0
67,3,solver,AStar,3,1,,30627100,1062484,-36864,135,135,9246,8979,1911,1900,3811,0
67,4,solver,AStar,4,1,,30553000,1062484,0,135,135,9246,8979,1911,1900,3811,0
67,5,solver,AStar,5,1,,30873200,1062484,0,135,135,9246,8979,1911,1900,3811,0
68,1,generator,Backtracking,1,1,,65754800,349948,311296,137,137,9520,9249,0,0,0,0
68,2,generator,Backtracking,2,1,,61381800,351068,126976,137,137,9520,9249,0,0,0,0
68,3,generator,Backtracking,3,1,,62024500,320092,28672,137,137,9520,9249,0,0,0,0
68,4,generator,Backtracking,4,1,,64396200,336364,53248,137,137,9520,9249,0,0,0,0
68,5,generator,Backtracking,5,1,,60947300,334012,16384,137,137,9520,9249,0,0,0,0
68,1,generator,Kruskal,1,1,,61854000,1993484,888832,137,137,9520,9249,0,0,0,0
68,2,generator,Kruskal,2,1,,63666500,1993484,315392,137,137,9520,9249,0,0,0,0
68,3,generator,Kruskal,3,1,,63686400,1993484,16384,137,137,9520,9249,0,0,0,0
68,4,generator,Kruskal,4,1,,63444900,1993484,0,137,137,9520,9249,0,0,0,0
68,5,generator,Kruskal,5,1,,61616700,1993484,0,137,137,9520,9249,0,0,0,0
68,1,solver,Backtracking,1,1,,44454500,1619076,733184,137,137,9520,9249,3459,4010,7469,0
68,2,solver,Backtracking,2,1,,43371100,1619076,303104,137,137,9520,9249,3459,4010,7469,0
68,3,solver,Backtracking,3,1,,45936300,1619076,-3514368,137,137,9520,9249,3459,4010,7469,0
68,4,solver,Backtracking,4,1,,43092700,1619076,446464,137,137,9520,9249,3459,4010,7469,0
68,5,solver,Backtracking,5,1,,43290700,1619076,184320,137,137,9520,9249,3459,4010,7469,0
68,1,solver,AStar,1,1,,70090700,2186820,417792,137,137,9520,9249,3459,5214,8673,0
68,2,solver,AStar,2,1,,69729000,2186820,311296,137,137,9520,9249,3459,5214,8673,0
68,3,solver,AStar,3,1,,70531200,2186820,-24576,137,137,9520,9249,3459,5214,8673,0
68,4,solver,AStar,4,1,,70301800,2186820,-61440,137,137,9520,9249,3459,5214,8673,0
68,5,solver,AStar,5,1,,72241200,2186820,61440,137,137,9520,9249,3459,5214,8673,0
69,1,generator,Backtracking,1,1,,66832900,353244,16384,139,139,9798,9523,0,0,0,0
69,2,generator,Backtracking,2,1,,65973100,371452,24576,139,139,9798,9523,0,0,0,0
69,3,generator,Backtracking,3,1,,64924700,332012,12288,139,139,9798,9523,0,0,0,0
69,4,generator,Backtracking,4,1,,64935300,327756,0,139,139,9798,9523,0,0,0,0
69,5,generator,Backtracking,5,1,,67615100,350612,0,139,139,9798,9523,0,0,0,0
69,1,generator,Kruskal,1,1,,65478900,2048244,2494464,139,139,9798,9523,0,0,0,0
69,2,generator,Kruskal,2,1,,66236400,2048244,49152,139,139,9798,9523,0,0,0,0
69,3,generator,Kruskal,3,1,,66414800,2048244,-2662400,139,139,9798,9523,0,0,0,0
69,4,generator,Kruskal,4,1,,67070800,2048244,827392,139,139,9798,9523,0,0,0,0
69,5,generator,Kruskal,5,1,,65062200,2048244,376832,139,139,9798,9523,0,0,0,0
69,1,solver,Backtracking,1,1,,50308600,1810404,430080,139,139,9798,9523,3879,5168,9047,0
69,2,solver,Backtracking,2,1,,51633900,1810404,229376,139,139,9798,9523,3879,5168,9047,0
69,3,solver,Backtracking,3,1,,51118900,1810404,159744,139,139,9798,9523,3879,5168,9047,0
69,4,solver,Backtracking,4,1,,51067300,1810404,-192512,139,139,9798,9523,3879,5168,9047,0
69,5,solver,Backtracking,5,1,,50514800,1810404,331776,139,139,9798,9523,3879,5168,9047,0
69,1,solver,AStar,1,1,,71349800,2219076,-942080,139,139,9798,9523,3879,5050,8929,0
69,2,solver,AStar,2,1,,71632300,2219076,94208,139,139,9798,9523,3879,5050,8929,0
69,3,solver,AStar,3,1,,69407900,2219076,8192,139,139,9798,9523,3879,5050,8929,0
69,4,solver,AStar,4,1,,71736900,2219076,0,139,139,9798,9523,3879,5050,8929,0
69,5,solver,AStar,5,1,,71022000,2219076,0,139,139,9798,9523,3879,5050,8929,0
70,1,generator,Backtracking,1,1,,66369400,372636,188416,141,141,10080,9801,0,0,0,0
70,2,generator,Backtracking,2,1,,65834600,349524,65536,141,141,10080,9801,0,0,0,0
70,3,generator,Backtracking,3,1,,64842300,342132,-4448256,141,141,10080,9801,0,0,0,0
70,4,generator,Backtracking,4,1,,66021400,343644,679936,141,141,10080,9801,0,0,0,0
70,5,generator,Backtracking,5,1,,64764900,342692,225280,141,141,10080,9801,0,0,0,0
70,1,generator,Kruskal,1,1,,66464800,2113260,3878912,141,141,10080,9801,0,0,0,0
70,2,generator,Kruskal,2,1,,70727400,2113260,319488,141,141,10080,9801,0,0,0,0
70,3,generator,Kruskal,3,1,,68215600,2113260,98304,141,141,10080,9801,0,0,0,0
70,4,generator,Kruskal,4,1,,68840900,2113260,0,141,141,10080,9801,0,0,0,0
70,5,generator,Kruskal,5,1,,66634700,2113260,-16384,141,141,10080,9801,0,0,0,0
70,1,solver,Backtracking,1,1,,52308200,1851532,376832,141,141,10080,9801,2131,7206,9337,0
70,2,solver,Backtracking,2,1,,51984800,1851532,425984,141,141,10080,9801,2131,7206,9337,0
70,3,solver,Backtracking,3,1,,51814400,1851532,0,141,141,10080,9801,2131,7206,9337,0
70,4,solver,Backtracking,4,1,,54501800,1851532,106496,141,141,10080,9801,2131,7206,9337,0
70,5,solver,Backtracking,5,1,,51782600,1851532,-151552,141,141,10080,9801,2131,7206,9337,0
70,1,solver,AStar,1,1,,38571600,1178116,-471040,141,141,10080,9801,2131,2686,4817,0
70,2,solver,AStar,2,1,,38519000,1178116,167936,141,141,10080,9801,2131,2686,4817,0
70,3,solver,AStar,3,1,,39442200,1178116,57344,141,141,10080,9801,2131,2686,4817,0
70,4,solver,AStar,4,1,,41044800,1178116,180224,141,141,10080,9801,2131,2686,4817,0
70,5,solver,AStar,5,1,,39315900,1178116,-4055040,141,141,10080,9801,2131,2686,4817,0
71,1,generator,Backtracking,1,1,,68518500,346132,802816,143,143,10366,10083,0,0,0,0
71,2,generator,Backtracking,2,1,,67132400,385876,270336,143,143,10366,10083,0,0,0,0
71,3,generator,Backtracking,3,1,,68005900,345516,114688,143,143,10366,10083,0,0,0,0
71,4,generator,Backtracking,4,1,,67781900,344228,172032,143,143,10366,10083,0,0,0,0
71,5,generator,Backtracking,5,1,,67538600,362292,176128,143,143,10366,10083,0,0,0,0
71,1,generator,Kruskal,1,1,,71926800,2169556,3203072,143,143,10366,10083,0,0,0,0
71,2,generator,Kruskal,2,1,,70594600,2169556,12288,143,143,10366,10083,0,0,0,0
71,3,generator,Kruskal,3,1,,69638100,2169556,-94208,143,143,10366,10083,0,0,0,0
71,4,generator,Kruskal,4,1,,70247200,2169556,45056,143,143,10366,10083,0,0,0,0
71,5,generator,Kruskal,5,1,,71199300,2169556,-24576,143,143,10366,10083,0,0,0,0
71,1,solver,Backtracking,1,1,,51595300,1854764,-729088,143,143,10366,10083,4083,5110,9193,0
71,2,solver,Backtracking,2,1,,52142000,1854764,466944,143,143,10366,10083,4083,5110,9193,0
71,3,solver,Backtracking,3,1,,52047600,1854764,0,143,143,10366,10083,4083,5110,9193,0
71,4,solver,Backtracking,4,1,,51822900,1854764,-98304,143,143,10366,10083,4083,5110,9193,0
71,5,solver,Backtracking,5,1,,51804000,1854764,8192,143,143,10366,10083,4083,5110,9193,0
71,1,solver,AStar,1,1,,77459600,2292084,2703360,143,143,10366,10083,4083,5460,9543,0
71,2,solver,AStar,2,1,,86129900,2292084,131072,143,143,10366,10083,4083,5460,9543,0
71,3,solver,AStar,3,1,,77903600,2292084,311296,143,143,10366,10083,4083,5460,9543,0
71,4,solver,AStar,4,1,,77682300,2292084,-229376,143,143,10366,10083,4083,5460,9543,0
71,5,solver,AStar,5,1,,77356100,2292084,40960,143,143,10366,10083,4083,5460,9543,0
72,1,generator,Backtracking,1,1,,73070200,372132,176128,145,145,10656,10369,0,0,0,0
72,2,generator,Backtracking,2,1,,70506100,379028,65536,145,145,10656,10369,0,0,0,0
72,3,generator,Backtracking,3,1,,68859400,343060,4096,145,145,10656,10369,0,0,0,0
72,4,generator,Backtracking,4,1,,70124300,340484,32768,145,145,10656,10369,0,0,0,0
72,5,generator,Backtracking,5,1,,69535400,369332,73728,145,145,10656,10369,0,0,0,0
72,1,generator,Kruskal,1,1,,73613900,2226604,2424832,145,145,10656,10369,0,0,0,0
72,2,generator,Kruskal,2,1,,72420600,2226604,-4096,145,145,10656,10369,0,0,0,0
72,3,generator,Kruskal,3,1,,73440600,2226604,-2199552,145,145,10656,10369,0,0,0,0
72,4,generator,Kruskal,4,1,,74562400,2226604,1011712,145,145,10656,10369,0,0,0,0
72,5,generator,Kruskal,5,1,,72172400,2226604,135168,145,145,10656,10369,0,0,0,0
72,1,solver,Backtracking,1,1,,52160700,1883932,-118784,145,145,10656,10369,4183,5128,9311,0
72,2,solver,Backtracking,2,1,,53142100,1883932,720896,145,145,10656,10369,4183,5128,9311,0
72,3,solver,Backtracking,3,1,,54085900,1883932,221184,145,145,10656,10369,4183,5128,9311,0
72,4,solver,Backtracking,4,1,,53590300,1883932,32768,145,145,10656,10369,4183,5128,9311,0
72,5,solver,Backtracking,5,1,,52236100,1883932,139264,145,145,10656,10369,4183,5128,9311,0
72,1,solver,AStar,1,1,,78288600,2319700,-1134592,145,145,10656,10369,4183,5580,9763,0
72,2,solver,AStar,2,1,,77984200,2319700,1130496,145,145,10656,10369,4183,5580,9763,0
72,3,solver,AStar,3,1,,78001500,2319700,-65536,145,145,10656,10369,4183,5580,9763,0
72,4,solver,AStar,4,1,,77164200,2319700,69632,145,145,10656,10369,4183,5580,9763,0
72,5,solver,AStar,5,1,,78712500,2319700,0,145,145,10656,10369,4183,5580,9763,0
73,1,generator,Backtracking,1,1,,72329100,393532,-212992,147,147,10950,10659,0,0,0,0
73,2,generator,Backtracking,2,1,,71188300,385636,90112,147,147,10950,10659,0,0,0,0
73,3,generator,Backtracking,3,1,,71027700,353900,-4616192,147,147,10950,10659,0,0,0,0
73,4,generator,Backtracking,4,1,,70545900,360004,253952,147,147,10950,10659,0,0,0,0
73,5,generator,Backtracking,5,1,,71268300,364964,167936,147,147,10950,10659,0,0,0,0
73,1,generator,Kruskal,1,1,,74338600,2284436,3973120,147,147,10950,10659,0,0,0,0
73,2,generator,Kruskal,2,1,,74610100,2284436,438272,147,147,10950,10659,0,0,0,0
73,3,generator,Kruskal,3,1,,74364800,2284436,110592,147,147,10950,10659,0,0,0,0
73,4,generator,Kruskal,4,1,,74604000,2284436,81920,147,147,10950,10659,0,0,0,0
73,5,generator,Kruskal,5,1,,74853200,2284436,-32768,147,147,10950,10659,0,0,0,0
73,1,solver,Backtracking,1,1,,56751000,1976572,65536,147,147,10950,10659,3271,6766,10037,0
73,2,solver,Backtracking,2,1,,55915500,1976572,192512,147,147,10950,10659,3271,6766,10037,0
73,3,solver,Backtracking,3,1,,55662600,1976572,126976,147,147,10950,10659,3271,6766,10037,0
73,4,solver,Backtracking,4,1,,56702900,1976572,-98304,147,147,10950,10659,3271,6766,10037,0
73,5,solver,Backtracking,5,1,,56005000,1976572,0,147,147,10950,10659,3271,6766,10037,0
73,1,solver,AStar,1,1,,54987900,2097764,-1138688,147,147,10950,10659,3271,3336,6607,0
73,2,solver,AStar,2,1,,52795500,2097764,589824,147,147,10950,10659,3271,3336,6607,0
73,3,solver,AStar,3,1,,53305200,2097764,-1941504,147,147,10950,10659,3271,3336,6607,0
73,4,solver,AStar,4,1,,53853000,2097764,253952,147,147,10950,10659,3271,3336,6607,0
73,5,solver,AStar,5,1,,53223600,2097764,0,147,147,10950,10659,3271,3336,6607,0
74,1,generator,Backtracking,1,1,,74857200,417420,376832,149,149,11248,10953,0,0,0,0
74,2,generator,Backtracking,2,1,,75392300,432948,184320,149,149,11248,10953,0,0,0,0
74,3,generator,Backtracking,3,1,,72492100,384340,212992,149,149,11248,10953,0,0,0,0
74,4,generator,Backtracking,4,1,,72805200,384956,61440,149,149,11248,10953,0,0,0,0
74,5,generator,Backtracking,5,1,,76056600,401620,36864,149,149,11248,10953,0,0,0,0
74,1,generator,Kruskal,1,1,,76030600,2382508,2523136,149,149,11248,10953,0,0,0,0
74,2,generator,Kruskal,2,1,,75727000,2382508,319488,149,149,11248,10953,0,0,0,0
74,3,generator,Kruskal,3,1,,76886700,2382508,-57344,149,149,11248,10953,0,0,0,0
74,4,generator,Kruskal,4,1,,76418600,2382508,-139264,149,149,11248,10953,0,0,0,0
74,5,generator,Kruskal,5,1,,79964100,2382508,-49152,149,149,11248,10953,0,0,0,0
74,1,solver,Backtracking,1,1,,59101700,2072852,-221184,149,149,11248,10953,2023,8774,10797,0
74,2,solver,Backtracking,2,1,,58851500,2072852,2777088,149,149,11248,10953,2023,8774,10797,0
74,3,solver,Backtracking,3,1,,59232000,2072852,729088,149,149,11248,10953,2023,8774,10797,0
74,4,solver,Backtracking,4,1,,59862700,2072852,-90112,149,149,11248,10953,2023,8774,10797,0
74,5,solver,Backtracking,5,1,,59954200,2072852,28672,149,149,11248,10953,2023,8774,10797,0
74,1,solver,AStar,1,1,,31587200,1134212,-241664,149,149,11248,10953,2023,1856,3879,0
74,2,solver,AStar,2,1,,31582100,1134212,135168,149,149,11248,10953,2023,1856,3879,0
74,3,solver,AStar,3,1,,32205500,1134212,0,149,149,11248,10953,2023,1856,3879,0
74,4,solver,AStar,4,1,,33541500,1134212,-221184,149,149,11248,10953,2023,1856,3879,0
74,5,solver,AStar,5,1,,32035600,1134212,0,149,149,11248,10953,2023,1856,3879,0
75,1,generator,Backtracking,1,1,,78283300,430660,159744,151,151,11550,11251,0,0,0,0
75,2,generator,Backtracking,2,1,,75490300,436612,81920,151,151,11550,11251,0,0,0,0
75,3,generator,Backtracking,3,1,,74715600,395228,20480,151,151,11550,11251,0,0,0,0
75,4,generator,Backtracking,4,1,,79060300,410604,69632,151,151,11550,11251,0,0,0,0
75,5,generator,Backtracking,5,1,,76882400,412004,8192,151,151,11550,11251,0,0,0,0
75,1,generator,Kruskal,1,1,,82131700,2442260,2699264,151,151,11550,11251,0,0,0,0
75,2,generator,Kruskal,2,1,,79844800,2442260,282624,151,151,11550,11251,0,0,0,0
75,3,generator,Kruskal,3,1,,78623200,2442260,-2531328,151,151,11550,11251,0,0,0,0
75,4,generator,Kruskal,4,1,,79987200,2442260,815104,151,151,11550,11251,0,0,0,0
75,5,generator,Kruskal,5,1,,80173000,2442260,176128,151,151,11550,11251,0,0,0,0
75,1,solver,Backtracking,1,1,,61204400,2689468,-991232,151,151,11550,11251,2043,9052,11095,0
75,2,solver,Backtracking,2,1,,62133900,2689468,1507328,151,151,11550,11251,2043,9052,11095,0
75,3,solver,Backtracking,3,1,,61727100,2689468,-102400,151,151,11550,11251,2043,9052,11095,0
75,4,solver,Backtracking,4,1,,60769500,2689468,-110592,151,151,11550,11251,2043,9052,11095,0
75,5,solver,Backtracking,5,1,,60866500,2689468,-69632,151,151,11550,11251,2043,9052,11095,0
75,1,solver,AStar,1,1,,32777300,1148372,-262144,151,151,11550,11251,2043,1890,3933,0
75,2,solver,AStar,2,1,,31951200,1148372,-32768,151,151,11550,11251,2043,1890,3933,0
75,3,solver,AStar,3,1,,31474400,1148372,0,151,151,11550,11251,2043,1890,3933,0
75,4,solver,AStar,4,1,,32337600,1148372,-49152,151,151,11550,11251,2043,1890,3933,0
75,5,solver,AStar,5,1,,32397000,1148372,32768,151,151,11550,11251,2043,1890,3933,0
76,1,generator,Backtracking,1,1,,79120700,446116,-73728,153,153,11856,11553,0,0,0,0
76,2,generator,Backtracking,2,1,,77143100,418652,241664,153,153,11856,11553,0,0,0,0
76,3,generator,Backtracking,3,1,,80305900,436244,32768,153,153,11856,11553,0,0,0,0
76,4,generator,Backtracking,4,1,,77734900,408292,-4587520,153,153,11856,11553,0,0,0,0
76,5,generator,Backtracking,5,1,,76404900,416356,270336,153,153,11856,11553,0,0,0,0
76,1,generator,Kruskal,1,1,,85715500,2502764,4165632,153,153,11856,11553,0,0,0,0
76,2,generator,Kruskal,2,1,,80004400,2502764,262144,153,153,11856,11553,0,0,0,0
76,3,generator,Kruskal,3,1,,81431200,2502764,114688,153,153,11856,11553,0,0,0,0
76,4,generator,Kruskal,4,1,,82785600,2502764,57344,153,153,11856,11553,0,0,0,0
76,5,generator,Kruskal,5,1,,81573500,2502764,0,153,153,11856,11553,0,0,0,0
76,1,solver,Backtracking,1,1,,61600000,2706236,57344,153,153,11856,11553,3851,7164,11015,0
76,2,solver,Backtracking,2,1,,61004600,2706236,249856,153,153,11856,11553,3851,7164,11015,0
76,3,solver,Backtracking,3,1,,62211000,2706236,0,153,153,11856,11553,3851,7164,11015,0
76,4,solver,Backtracking,4,1,,61685300,2706236,299008,153,153,11856,11553,3851,7164,11015,0
76,5,solver,Backtracking,5,1,,62637800,2706236,131072,153,153,11856,11553,3851,7164,11015,0
76,1,solver,AStar,1,1,,85299600,2394532,-1216512,153,153,11856,11553,3851,6302,10153,0
76,2,solver,AStar,2,1,,81638400,2394532,-1122304,153,153,11856,11553,3851,6302,10153,0
76,3,solver,AStar,3,1,,81242300,2394532,40960,153,153,11856,11553,3851,6302,10153,0
76,4,solver,AStar,4,1,,84524300,2394532,81920,153,153,11856,11553,3851,6302,10153,0
76,5,solver,AStar,5,1,,82599000,2394532,327680,153,153,11856,11553,3851,6302,10153,0
77,1,generator,Backtracking,1,1,,80824500,446132,8192,155,155,12166,11859,0,0,0,0
77,2,generator,Backtracking,2,1,,97977900,446468,4096,155,155,12166,11859,0,0,0,0
77,3,generator,Backtracking,3,1,,79729000,439060,8192,155,155,12166,11859,0,0,0,0
77,4,generator,Backtracking,4,1,,80299400,439004,49152,155,155,12166,11859,0,0,0,0
77,5,generator,Backtracking,5,1,,80734000,429484,0,155,155,12166,11859,0,0,0,0
77,1,generator,Kruskal,1,1,,84467800,2564052,2342912,155,155,12166,11859,0,0,0,0
77,2,generator,Kruskal,2,1,,86302500,2564052,307200,155,155,12166,11859,0,0,0,0
77,3,generator,Kruskal,3,1,,83748700,2564052,-114688,155,155,12166,11859,0,0,0,0
77,4,generator,Kruskal,4,1,,84528700,2564052,-2441216,155,155,12166,11859,0,0,0,0
77,5,generator,Kruskal,5,1,,82465900,2564052,880640,155,155,12166,11859,0,0,0,0
77,1,solver,Backtracking,1,1,,65485300,2720692,356352,155,155,12166,11859,2143,9560,11703,0
77,2,solver,Backtracking,2,1,,64157200,2720692,274432,155,155,12166,11859,2143,9560,11703,0
77,3,solver,Backtracking,3,1,,64413100,2720692,94208,155,155,12166,11859,2143,9560,11703,0
77,4,solver,Backtracking,4,1,,63971700,2720692,0,155,155,12166,11859,2143,9560,11703,0
77,5,solver,Backtracking,5,1,,66562100,2720692,0,155,155,12166,11859,2143,9560,11703,0
77,1,solver,AStar,1,1,,37288200,1224612,-446464,155,155,12166,11859,2143,2422,4565,0
77,2,solver,AStar,2,1,,36967700,1224612,61440,155,155,12166,11859,2143,2422,4565,0
77,3,solver,AStar,3,1,,37716500,1224612,131072,155,155,12166,11859,2143,2422,4565,0
77,4,solver,AStar,4,1,,37767900,1224612,98304,155,155,12166,11859,2143,2422,4565,0
77,5,solver,AStar,5,1,,38394300,1224612,147456,155,155,12166,11859,2143,2422,4565,0
78,1,generator,Backtracking,1,1,,86344100,457292,262144,157,157,12480,12169,0,0,0,0
78,2,generator,Backtracking,2,1,,83011200,459980,208896,157,157,12480,12169,0,0,0,0
78,3,generator,Backtracking,3,1,,83062300,457572,114688,157,157,12480,12169,0,0,0,0
78,4,generator,Backtracking,4,1,,82141800,409748,114688,157,157,12480,12169,0,0,0,0
78,5,generator,Backtracking,5,1,,80748200,425908,-5214208,157,157,12480,12169,0,0,0,0
78,1,generator,Kruskal,1,1,,89662800,2638124,4636672,157,157,12480,12169,0,0,0,0
78,2,generator,Kruskal,2,1,,87705300,2638124,589824,157,157,12480,12169,0,0,0,0
78,3,generator,Kruskal,3,1,,86574200,2638124,114688,157,157,12480,12169,0,0,0,0
78,4,generator,Kruskal,4,1,,86841200,2638124,106496,157,157,12480,12169,0,0,0,0
78,5,generator,Kruskal,5,1,,85570000,2638124,40960,157,157,12480,12169,0,0,0,0
78,1,solver,Backtracking,1,1,,66938100,2737060,192512,157,157,12480,12169,2247,9672,11919,0
78,2,solver,Backtracking,2,1,,65833400,2737060,495616,157,157,12480,12169,2247,9672,11919,0
78,3,solver,Backtracking,3,1,,65771600,2737060,86016,157,157,12480,12169,2247,9672,11919,0
78,4,solver,Backtracking,4,1,,67562100,2737060,163840,157,157,12480,12169,2247,9672,11919,0
78,5,solver,Backtracking,5,1,,65887800,2737060,53248,157,157,12480,12169,2247,9672,11919,0
78,1,solver,AStar,1,1,,42201300,1788860,-1908736,157,157,12480,12169,2247,2692,4939,0
78,2,solver,AStar,2,1,,39837200,1788860,622592,157,157,12480,12169,2247,2692,4939,0
78,3,solver,AStar,3,1,,39628400,1788860,0,157,157,12480,12169,2247,2692,4939,0
78,4,solver,AStar,4,1,,40039700,1788860,-2805760,157,157,12480,12169,2247,2692,4939,0
78,5,solver,AStar,5,1,,40623300,1788860,761856,157,157,12480,12169,2247,2692,4939,0
79,1,generator,Backtracking,1,1,,88396100,442356,372736,159,159,12798,12483,0,0,0,0
79,2,generator,Backtracking,2,1,,84539400,459844,118784,159,159,12798,12483,0,0,0,0
79,3,generator,Backtracking,3,1,,85471600,470540,114688,159,159,12798,12483,0,0,0,0
79,4,generator,Backtracking,4,1,,85234200,447396,69632,159,159,12798,12483,0,0,0,0
79,5,generator,Backtracking,5,1,,83951600,454020,0,159,159,12798,12483,0,0,0,0
79,1,generator,Kruskal,1,1,,89157500,2700948,2842624,159,159,12798,12483,0,0,0,0
79,2,generator,Kruskal,2,1,,89254400,2700948,-24576,159,159,12798,12483,0,0,0,0
79,3,generator,Kruskal,3,1,,89022400,2700948,-143360,159,159,12798,12483,0,0,0,0
